NTA Experiment Summary File
Created with NTA 3.2 Dev Build 3.2.16

[Experiment Details]
Software Version,Unknown
Experiment Name,2019-08-26_Pexo_plasma_qEV_conc.nano
Sample Name,""
Operator Name,""
Time Captured,
Pre-treatment,""
Diluent,""
84.5,3048759,1364468,2087706,2717237,2182644,9491410,8860293,3866407,11454795,11879020,9317148,12907499,6181353,11698772,9744192,7120114,1083467,
85.5,3379135,1681765,2353118,3312307,2576272,8833321,7837683,3747559,11696507,11634463,9034558,11608097,5581018,12167214,9366324,6987289,1009520,
86.5,3727122,2051814,2646073,3959218,2996260,8252916,6984998,3743186,11840838,11297157,8780884,10351296,5103981,12495397,8985887,6881135,939691,
87.5,4090981,2477738,2969115,4644115,3438746,7752074,6285353,3847758,11844076,10874337,8547187,9175136,4736350,12638923,8609032,6795395,869839,
88.5,4468435,2961298,3324636,5350171,3900215,7329638,5719835,4061101,11670085,10378645,8325534,8104738,4465385,12567356,8239087,6724411,795708,
89.5,4856704,3502481,3714694,6058663,4377762,6982057,5269801,4386875,11296748,9826620,8109002,7153407,4280061,12269662,7877129,6664111,714322,
90.5,5252592,4099124,4140809,6750254,4869250,6703967,4918154,4830568,10721091,9236845,7891566,6324788,4171167,11756467,7522678,6612621,625351,
91.5,5652611,4746620,4603726,7406336,5373354,6488657,4649897,5396715,9961468,8628085,7667967,5615416,4131094,11058404,7174407,6570317,532505,
92.5,6053139,5437747,5103165,8010266,5889487,6328372,4452222,6085049,9055771,8017699,7433626,5017187,4153398,10220936,6830797,6539257,445463,
93.5,6450608,6162671,5637579,8548388,6417637,6214486,4314354,6885576,8055807,7420485,7184655,4519443,4232185,9297069,6490673,6522108,382277,
94.5,6841697,6909151,6203929,9010725,6958122,6137588,4227256,7773055,7019170,6848040,6917977,4110545,4361367,8339763,6153578,6520797,366123,
95.5,7223515,7662956,6797513,9391310,7511283,6087542,4183300,8702096,6000706,6308589,6631531,3778950,4533810,7395699,5819977,6535252,405631,
96.5,7593764,8408481,7411886,9688168,8077147,6053606,4175934,9604869,5045604,5807170,6324520,3513853,4740466,6501351,5491285,6562540,483837,
97.5,7950854,9129531,8038874,9902976,8655060,6024658,4199390,10393816,4185410,5346067,5997630,3305497,4969579,5681550,5169735,6596708,577681,
98.5,8293973,9810180,8668729,10040501,9243338,5989588,4248427,10971138,3437233,4925358,5653149,3145258,5206166,4950077,4858139,6629417,671223,
99.5,8623103,10435661,9290426,10107900,9838944,5937855,4318122,11244944,2805479,4543487,5294936,3025583,5431959,4311563,4559582,6651303,755592,
100.5,8938980,10993170,9892090,10113959,10437225,5860187,4403714,11149056,2285039,4197789,4928209,2939847,5626036,3763900,4277107,6653754,827133,
101.5,9243010,11472523,10461542,10068364,11031743,5749323,4500496,10660781,1864827,3884946,4559162,2882175,5766254,3300630,4013439,6630614,886319,
102.5,9537153,11866600,10986926,9981054,11614235,5600685,4603746,9810224,1530914,3601351,4194468,2847270,5831460,2912936,3770781,6579320,936591,
103.5,9823779,12171551,11457355,9861693,12174731,5412840,4708710,8676843,1268858,3343380,3840736,2830261,5804207,2591140,3550686,6501118,982591,
104.5,10105512,12386760,11863526,9719267,12701859,5187648,4810611,7373534,1065188,3107593,3504007,2826583,5673501,2325688,3354017,6400353,1028080,
105.5,10385080,12514587,12198239,9561825,13183335,4930035,4904704,6023258,908168,2890865,3189363,2831909,5436937,2107740,3180974,6283135,1074510,
106.5,10665167,12559947,12456781,9396325,13606628,4647403,4986336,4735784,788046,2690458,2900683,2842128,5101662,1929453,3031149,6155864,1120925,
107.5,10948280,12529774,12637129,9228588,13959759,4348786,5051047,3591248,696996,2504062,2640561,2853372,4683797,1784069,2903628,6024073,1164968,
108.5,11236636,12432434,12739964,9063317,14232156,4043886,5094664,2633755,628894,2329792,2410377,2862068,4206371,1665876,2797067,5891817,1204143,
109.5,11532068,12277151,12768504,8904181,14415496,3742148,5113420,1874252,579040,2166163,2210464,2865032,3696170,1570120,2709784,5761600,1236658,
110.5,11835945,12073477,12728191,8753919,14504406,3452008,5104069,1299212,543882,2012053,2040349,2859557,3180203,1492881,2639813,5634664,1261676,
111.5,12149119,11830843,12626255,8614473,14496975,3180389,5064000,881061,520769,1866640,1899005,2843498,2682517,1430956,2584950,5511430,1279199,
112.5,12471877,11558210,12471219,8487124,14394967,2932478,4991362,587289,507744,1729349,1785098,2815332,2221935,1381746,2542779,5391901,1289813,
113.5,12803920,11263816,12272388,8372616,14203749,2711739,4885163,386725,503385,1599789,1697192,2774183,1810978,1343159,2510696,5275967,1294457,
114.5,13144345,10955021,12039363,8271285,13931915,2520113,4745364,252906,506669,1477700,1633910,2719808,1455918,1313526,2485921,5163584,1294257,
115.5,13491645,10638232,11781609,8183166,13590665,2358311,4572949,165162,516878,1362902,1594040,2652542,1157685,1291529,2465536,5054857,1290421,
116.5,13843723,10318892,11508111,8108089,13193033,2226154,4369953,108319,533523,1255257,1576579,2573214,913224,1276142,2446524,4950049,1284146,
117.5,14197908,10001520,11227111,8045760,12753037,2122888,4139445,71751,556282,1154642,1580730,2483040,716960,1266573,2425843,4849566,1276557,
118.5,14550991,9689780,10945938,7995825,12284854,2047448,3885455,48280,584958,1060925,1605822,2383506,562094,1262221,2400524,4753908,1268639,
119.5,14899269,9386581,10670920,7957925,11802101,1998646,3612840,33188,619440,973959,1651173,2276261,441595,1262621,2367788,4663620,1261191,
120.5,15238596,9094168,10407358,7931728,11317257,1975290,3327083,23434,659668,893573,1715865,2163012,348867,1267406,2325181,4579232,1254794,
121.5,15564445,8814231,10159554,7916957,10841269,1976210,3034047,17085,705605,819573,1798444,2045448,278109,1276258,2270716,4501197,1249800,
122.5,15871990,8547997,9930882,7913401,10383335,2000220,2739688,12925,757198,751744,1896536,1925175,224461,1288862,2203002,4429828,1246345,
123.5,16156182,8296320,9723871,7920915,9950832,2045998,2449762,10191,814338,689855,2006412,1803683,183998,1304862,2121343,4365237,1244373,
124.5,16411851,8059752,9540306,7939416,9549384,2111908,2169536,8405,876815,633660,2122567,1682321,153636,1323810,2025798,4307278,1243678,
125.5,16633810,7838617,9381328,7968865,9183002,2195762,1903553,7275,944257,582909,2237408,1562287,131011,1345120,1917189,4255493,1243946,
126.5,16816968,7633058,9247527,8009246,8854295,2294559,1655451,6624,1016069,537343,2341213,1444639,114345,1368023,1797055,4209094,1244797,
