"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pdlim1",9.0119584134585e-21,0.490810285650258,0.582,0.279,2.52316811660011e-16,"TR-AM","Pdlim1"
"Fos1",9.1767010366422e-21,0.306053112560316,0.697,0.382,2.56929275623908e-16,"TR-AM","Fos"
"Tgfb11",2.88486880317538e-20,0.335138249694197,0.678,0.351,8.07705567513042e-16,"TR-AM","Tgfb1"
"Cltc",3.40830319361709e-20,0.458966796263005,0.657,0.36,9.54256728148914e-16,"TR-AM","Cltc"
"Vps29",4.0255700368334e-20,0.399932373650936,0.511,0.26,1.12707909891262e-15,"TR-AM","Vps29"
"Nmt1",6.6498843658925e-20,0.47634736914123,0.674,0.388,1.86183462476258e-15,"TR-AM","Nmt1"
"Rab1a",9.452058045193e-20,0.406122778134539,0.644,0.379,2.64638721149314e-15,"TR-AM","Rab1a"
"Celf2",9.82878431062844e-20,0.386696158018994,0.688,0.391,2.75186303128975e-15,"TR-AM","Celf2"
"Cebpa",1.18500026815291e-19,0.442753240153433,0.531,0.274,3.31776375077452e-15,"TR-AM","Cebpa"
"Mrpl51",1.24483593339243e-19,0.414046563927933,0.526,0.279,3.48529164631211e-15,"TR-AM","Mrpl51"
"Cox7c",3.26144427954509e-19,0.3322335163723,0.973,0.858,9.13139169387035e-15,"TR-AM","Cox7c"
"Hcfc1r1",4.93748001075846e-19,0.385105889869109,0.579,0.334,1.38239565341215e-14,"TR-AM","Hcfc1r1"
"Larp4b",5.9010767020734e-19,0.448872044258563,0.59,0.303,1.65218345504651e-14,"TR-AM","Larp4b"
"Bola21",6.16854081476893e-19,0.419665929722919,0.786,0.491,1.72706805731901e-14,"TR-AM","Bola2"
"Gpx11",6.38651584856424e-19,0.257247683000234,0.981,0.775,1.78809670728101e-14,"TR-AM","Gpx1"
"Tm6sf11",6.40830560730071e-19,0.372344871532517,0.575,0.272,1.79419740393205e-14,"TR-AM","Tm6sf1"
"Arpc21",6.82641438432058e-19,0.356479475285233,0.968,0.815,1.91125949932208e-14,"TR-AM","Arpc2"
"P4hb",7.73829647776702e-19,0.384243048194178,0.635,0.392,2.16656824784521e-14,"TR-AM","P4hb"
"S100a13",7.80671266479071e-19,0.405309549282369,0.778,0.544,2.1857234118881e-14,"TR-AM","S100a13"
"Fcgr31",8.59241281379311e-19,0.338206419463221,0.679,0.3,2.4057037396058e-14,"TR-AM","Fcgr3"
"Mcl1",1.03583392529092e-18,0.435666192761805,0.81,0.526,2.90012782402953e-14,"TR-AM","Mcl1"
"Emc7",1.31816369379562e-18,0.406524759777644,0.541,0.287,3.69059470988899e-14,"TR-AM","Emc7"
"Prcp",1.65837236527921e-18,0.44285610318459,0.595,0.262,4.64311094830873e-14,"TR-AM","Prcp"
"Mob1a",1.75799989239576e-18,0.389375585840142,0.551,0.301,4.92204809872966e-14,"TR-AM","Mob1a"
"Klf6",1.77691854010228e-18,0.285031304563363,0.605,0.36,4.97501652857837e-14,"TR-AM","Klf6"
"Bax",2.00144865628113e-18,0.391263521263221,0.666,0.406,5.60365594785591e-14,"TR-AM","Bax"
"Pcbp1",2.38824166044599e-18,0.45956054074201,0.693,0.407,6.68659900091669e-14,"TR-AM","Pcbp1"
"Capza1",2.9047776664111e-18,0.3588753842285,0.576,0.321,8.1327965104178e-14,"TR-AM","Capza1"
"Chchd2",3.74114011676511e-18,0.283772105019699,0.962,0.854,1.0474444098919e-13,"TR-AM","Chchd2"
"Gusb",7.28155569787117e-18,0.47448420359653,0.546,0.224,2.03868996428997e-13,"TR-AM","Gusb"
"BC005537",7.50826512374238e-18,0.395049731519626,0.653,0.397,2.10216406934539e-13,"TR-AM","BC005537"
"1810037I17Rik",8.75544151429055e-18,0.448979680437243,0.784,0.522,2.45134851517107e-13,"TR-AM","1810037I17Rik"
"Lsp11",1.13383935929911e-17,0.3742685096187,0.939,0.552,3.17452343816564e-13,"TR-AM","Lsp1"
"Fam105a1",1.15128411607238e-17,0.308223746128924,0.517,0.258,3.22336526817946e-13,"TR-AM","Fam105a"
"mt-Nd31",1.64426252863694e-17,0.293691640870642,0.96,0.788,4.60360622767769e-13,"TR-AM","mt-Nd3"
"Ezr",1.68062884542687e-17,0.278377423841617,0.67,0.441,4.70542464142615e-13,"TR-AM","Ezr"
"Tppp3",1.76102256748941e-17,0.26415326570702,0.559,0.301,4.93051098445685e-13,"TR-AM","Tppp3"
"Hprt",2.72461490220865e-17,0.47119287999607,0.558,0.283,7.62837680320377e-13,"TR-AM","Hprt"
"Cyb5a1",3.40708054719933e-17,0.375990350891152,0.791,0.516,9.53914411604868e-13,"TR-AM","Cyb5a"
"Ddx21",3.57975222201942e-17,0.393358253707847,0.529,0.265,1.002259027121e-12,"TR-AM","Ddx21"
"Ostf11",3.81328306780863e-17,0.324088820045139,0.84,0.603,1.06764299332506e-12,"TR-AM","Ostf1"
"Pgd1",5.07489242568559e-17,0.410977173251944,0.6,0.341,1.42086838134345e-12,"TR-AM","Pgd"
"Tbcb",5.61426868920193e-17,0.39611782545626,0.542,0.273,1.57188294760276e-12,"TR-AM","Tbcb"
"Csde1",5.67545965783061e-17,0.33140959123461,0.625,0.41,1.58901519499941e-12,"TR-AM","Csde1"
"Irf2bp2",6.48372138641731e-17,0.404073880005178,0.506,0.263,1.81531231376912e-12,"TR-AM","Irf2bp2"
"Cdc421",6.83302979659334e-17,0.342771477633546,0.94,0.764,1.9131116824502e-12,"TR-AM","Cdc42"
"Dynll1",8.42566052062911e-17,0.28336433731764,0.942,0.77,2.35901643256574e-12,"TR-AM","Dynll1"
"Gdi21",8.63318093293218e-17,0.282643998779908,0.812,0.563,2.41711799760235e-12,"TR-AM","Gdi2"
"Cotl11",1.1623934663255e-16,0.310321885132861,0.869,0.541,3.25446922701812e-12,"TR-AM","Cotl1"
"Acaa1a1",1.30376682368536e-16,0.285372260917671,0.506,0.314,3.65028635295428e-12,"TR-AM","Acaa1a"
"Uqcrb",1.48435992388207e-16,0.479600783409378,0.772,0.607,4.15591091488501e-12,"TR-AM","Uqcrb"
"Lamp21",1.51852130343058e-16,0.273167977800546,0.687,0.461,4.25155594534495e-12,"TR-AM","Lamp2"
"Myl12b",2.86827116576003e-16,0.319138566172593,0.822,0.605,8.03058560989493e-12,"TR-AM","Myl12b"
"Ier3ip1",3.33274090515553e-16,0.36669514177929,0.704,0.464,9.33100798625444e-12,"TR-AM","Ier3ip1"
"Vdac21",3.59270645188307e-16,0.422858033177327,0.72,0.46,1.00588595239822e-11,"TR-AM","Vdac2"
"Cox6b11",3.73539621332842e-16,0.299262384153813,0.914,0.808,1.04583623180769e-11,"TR-AM","Cox6b1"
"Dbi1",3.98216882205519e-16,0.385555345525611,0.893,0.643,1.11492762679901e-11,"TR-AM","Dbi"
"Tma7",4.08574009936979e-16,0.316727184747147,0.907,0.741,1.14392551302155e-11,"TR-AM","Tma7"
"Ddx3x",6.71116010337961e-16,0.300881377754718,0.558,0.351,1.87899060574422e-11,"TR-AM","Ddx3x"
"Rhoa",7.58096961918382e-16,0.279810574788481,0.917,0.739,2.12251987397909e-11,"TR-AM","Rhoa"
"Ywhah",8.28959201209162e-16,0.36195997318787,0.735,0.445,2.32091997154541e-11,"TR-AM","Ywhah"
"Tmco1",9.54152282252126e-16,0.361212057561071,0.646,0.399,2.6714355598495e-11,"TR-AM","Tmco1"
"Ghitm",1.04402748209054e-15,0.322560922405242,0.526,0.312,2.92306814435709e-11,"TR-AM","Ghitm"
"Uqcrq1",1.17277483362065e-15,0.321185183889024,0.871,0.665,3.28353497917109e-11,"TR-AM","Uqcrq"
"Eif3a",1.18061381041791e-15,0.413651372176175,0.679,0.432,3.30548254640805e-11,"TR-AM","Eif3a"
"Rrbp1",1.3055155540757e-15,0.342383896089444,0.753,0.515,3.65518244830114e-11,"TR-AM","Rrbp1"
"Ppt11",1.53567937553621e-15,0.387128198194528,0.606,0.286,4.29959511562629e-11,"TR-AM","Ppt1"
"Sdha",1.70530548945935e-15,0.26582748360088,0.504,0.311,4.77451430938829e-11,"TR-AM","Sdha"
"Dazap2",2.53908645547328e-15,0.292771653075894,0.726,0.516,7.10893425803409e-11,"TR-AM","Dazap2"
"Fn11",2.60593965265746e-15,0.259287101298028,0.505,0.222,7.29610983951036e-11,"TR-AM","Fn1"
"Eif4a11",2.91288350084833e-15,0.346448336120045,0.808,0.578,8.15549122567515e-11,"TR-AM","Eif4a1"
"Gyg1",4.37951466500347e-15,0.358550813644792,0.511,0.231,1.22617651590767e-10,"TR-AM","Gyg"
"Mrps21",4.52515108147415e-15,0.322495732651028,0.747,0.533,1.26695179979113e-10,"TR-AM","Mrps21"
"Ndufb7",5.34580615428653e-15,0.280519878416194,0.758,0.565,1.49671880707714e-10,"TR-AM","Ndufb7"
"Slc25a51",7.24656424080582e-15,0.348697341254938,0.899,0.688,2.02889305614081e-10,"TR-AM","Slc25a5"
"Metap2",8.65693771903978e-15,0.368700843483018,0.657,0.405,2.42376942257676e-10,"TR-AM","Metap2"
"Eif2s2",1.20285497340548e-14,0.336458166355047,0.773,0.552,3.36775335454065e-10,"TR-AM","Eif2s2"
"Ppp1r18",1.53926236605507e-14,0.308746855057508,0.548,0.281,4.30962677248099e-10,"TR-AM","Ppp1r18"
"Ost4",1.62833720358043e-14,0.363548372018372,0.804,0.592,4.55901850258447e-10,"TR-AM","Ost4"
"Sla",1.66083832521649e-14,0.446175999090492,0.53,0.22,4.65001514294114e-10,"TR-AM","Sla"
"Qk",2.26754088019824e-14,0.353007570265234,0.515,0.268,6.34866095637903e-10,"TR-AM","Qk"
"Arpp191",2.46783385246755e-14,0.312211030218241,0.776,0.562,6.90944122013866e-10,"TR-AM","Arpp19"
"Cmpk11",2.63263590755442e-14,0.36910798234685,0.641,0.374,7.37085401397087e-10,"TR-AM","Cmpk1"
"Psma6",2.76295095398198e-14,0.375758941333682,0.543,0.309,7.73571008095874e-10,"TR-AM","Psma6"
"Znhit11",3.72915153117877e-14,0.277951491347668,0.537,0.329,1.04408784569943e-09,"TR-AM","Znhit1"
"Gnai21",4.15594382177442e-14,0.332682084163367,0.928,0.715,1.1635811512204e-09,"TR-AM","Gnai2"
"Tubb5",5.03561220195036e-14,0.30412377457588,0.721,0.476,1.40987070430206e-09,"TR-AM","Tubb5"
"Pdcd6ip",5.60259891931951e-14,0.340233755653242,0.522,0.292,1.56861564543108e-09,"TR-AM","Pdcd6ip"
"Ctsc1",5.90107798849301e-14,0.308991517661029,0.868,0.57,1.65218381521827e-09,"TR-AM","Ctsc"
"Arhgap301",6.74870898453501e-14,0.264177998973563,0.608,0.327,1.88950354149011e-09,"TR-AM","Arhgap30"
"Glud11",8.99766601765703e-14,0.421247928752337,0.66,0.352,2.51916653162362e-09,"TR-AM","Glud1"
"Sept2",1.20849607562531e-13,0.375048232268718,0.519,0.273,3.38354731253575e-09,"TR-AM","Sept2"
"Uqcr11",1.21460885462595e-13,0.303623668388641,0.888,0.686,3.40066187118173e-09,"TR-AM","Uqcr11"
"Tmem1601",1.52745736107936e-13,0.313778619373685,0.642,0.41,4.27657511954999e-09,"TR-AM","Tmem160"
"Fkbp2",1.55384988352203e-13,0.272389961332016,0.55,0.357,4.35046890388499e-09,"TR-AM","Fkbp2"
"Capns11",1.97468269562568e-13,0.353781762087387,0.733,0.495,5.52871661121279e-09,"TR-AM","Capns1"
"Trappc2l",3.31799097401975e-13,0.4029126719879,0.561,0.309,9.28971112906051e-09,"TR-AM","Trappc2l"
"Ubl3",3.35935933186193e-13,0.396534903323883,0.671,0.39,9.40553425734704e-09,"TR-AM","Ubl3"
"Vcp",4.00566258196826e-13,0.32090280022439,0.605,0.392,1.12150540969947e-08,"TR-AM","Vcp"
"Llph",5.12191114960023e-13,0.324327146402757,0.614,0.384,1.43403268366507e-08,"TR-AM","Llph"
"Rwdd1",5.39939846673938e-13,0.267316604431814,0.519,0.322,1.51172358271769e-08,"TR-AM","Rwdd1"
"Stk17b",5.60631062432214e-13,0.2741981366573,0.663,0.359,1.56965484859771e-08,"TR-AM","Stk17b"
"Tmem2561",6.10846712066028e-13,0.310650005386681,0.808,0.562,1.71024862444246e-08,"TR-AM","Tmem256"
"Cox6a1",6.12693921877234e-13,0.301498257637013,0.898,0.741,1.71542044247188e-08,"TR-AM","Cox6a1"
"Mtpn",6.17730186851468e-13,0.274392412583355,0.633,0.43,1.72952097714674e-08,"TR-AM","Mtpn"
"Cct8",8.99557034360842e-13,0.278233710481875,0.516,0.311,2.51857978480349e-08,"TR-AM","Cct8"
"Pak2",9.66780485471618e-13,0.32226982737641,0.564,0.329,2.70679200322344e-08,"TR-AM","Pak2"
"Gltp",9.93104052241128e-13,0.312799072548208,0.59,0.334,2.78049272546471e-08,"TR-AM","Gltp"
"Chd4",9.97133154949945e-13,0.379799563948606,0.566,0.318,2.79177340722886e-08,"TR-AM","Chd4"
"Anp32b",1.13629372092461e-12,0.310348958940895,0.716,0.486,3.18139515984471e-08,"TR-AM","Anp32b"
"Eif3c",1.26666260033837e-12,0.251303812299685,0.564,0.386,3.54640194842737e-08,"TR-AM","Eif3c"
"Stx71",1.83854344424527e-12,0.28298474147352,0.505,0.297,5.1475539351979e-08,"TR-AM","Stx7"
"Serp11",1.85873959930593e-12,0.333266361421296,0.828,0.59,5.20409913013673e-08,"TR-AM","Serp1"
"Atp6v1a",2.21558191677568e-12,0.404550754108467,0.562,0.305,6.20318625058855e-08,"TR-AM","Atp6v1a"
"Nucb2",2.81120352717636e-12,0.421740778453172,0.506,0.253,7.87080763538837e-08,"TR-AM","Nucb2"
"Rab5c",2.89190352190001e-12,0.408473286547928,0.605,0.347,8.09675148061565e-08,"TR-AM","Rab5c"
"Pgls1",2.99398272915949e-12,0.25115242617007,0.666,0.455,8.38255284510075e-08,"TR-AM","Pgls"
"Cd63",3.4553728526846e-12,0.28434572407695,0.598,0.381,9.67435291294633e-08,"TR-AM","Cd63"
"Eif3j1",4.69695121505588e-12,0.405663389498256,0.594,0.33,1.31505240119134e-07,"TR-AM","Eif3j1"
"B4galnt1",7.24408970509151e-12,0.304782634363878,0.517,0.292,2.02820023563152e-07,"TR-AM","B4galnt1"
"Myl12a",7.97628881103453e-12,0.337971016096523,0.893,0.724,2.23320134131345e-07,"TR-AM","Myl12a"
"Tmem50a",1.22732003379546e-11,0.314632325097367,0.751,0.541,3.43625063062053e-07,"TR-AM","Tmem50a"
"Pcbp21",1.35144364663004e-11,0.313533605677273,0.859,0.656,3.7837719218348e-07,"TR-AM","Pcbp2"
"Arhgap31",2.51543906959095e-11,0.271635637696189,0.505,0.268,7.04272630704073e-07,"TR-AM","Arhgap31"
"Atp5g1",2.81519184334885e-11,0.355096656692882,0.759,0.549,7.88197412300812e-07,"TR-AM","Atp5g1"
"Tmed10",3.30517119350876e-11,0.346307642838597,0.752,0.522,9.25381830758584e-07,"TR-AM","Tmed10"
"Atpif1",3.3638193335035e-11,0.316318759087769,0.808,0.572,9.41802136994309e-07,"TR-AM","Atpif1"
"Mgst11",4.03177912124578e-11,0.284243406908647,0.843,0.514,1.12881751836639e-06,"TR-AM","Mgst1"
"Manf",7.23281141644528e-11,0.298234809058592,0.628,0.416,2.02504254037635e-06,"TR-AM","Manf"
"Atp5g2",8.59216785243112e-11,0.275385356118059,0.886,0.723,2.40563515532367e-06,"TR-AM","Atp5g2"
"Mrps33",1.66536956070809e-10,0.260659620053064,0.586,0.391,4.6627016960705e-06,"TR-AM","Mrps33"
"Ndufc1",1.67043043710947e-10,0.286996903666847,0.686,0.482,4.6768711378191e-06,"TR-AM","Ndufc1"
"Itgb1",2.35407444291383e-10,0.263454666578704,0.553,0.345,6.59093762527013e-06,"TR-AM","Itgb1"
"Usmg5",3.72263864694137e-10,0.262470551610504,0.79,0.613,1.04226436837065e-05,"TR-AM","Usmg5"
"Rpn1",5.1313835097823e-10,0.288971322129708,0.505,0.324,1.43668475506885e-05,"TR-AM","Rpn1"
"Fuca1",7.58471879668379e-10,0.279246405885756,0.573,0.366,2.12356956869553e-05,"TR-AM","Fuca1"
"Myeov21",1.12226559961392e-09,0.309773890061184,0.84,0.633,3.14211922579906e-05,"TR-AM","Myeov2"
"Tcf25",1.29187296738032e-09,0.261723914841445,0.576,0.386,3.61698593407143e-05,"TR-AM","Tcf25"
"Ahnak1",1.45546810992426e-09,0.259379237229041,0.734,0.506,4.07501961416594e-05,"TR-AM","Ahnak"
"Degs1",1.82021876965467e-09,0.256870823377724,0.506,0.325,5.09624851127915e-05,"TR-AM","Degs1"
"Nfe2l2",1.909043207877e-09,0.269995888924709,0.582,0.379,5.34493917341403e-05,"TR-AM","Nfe2l2"
"Mien1",2.48808569755627e-09,0.29394632154911,0.621,0.412,6.96614233601806e-05,"TR-AM","Mien1"
"Timm13",3.42300126462521e-09,0.252289094828127,0.692,0.51,9.58371894069767e-05,"TR-AM","Timm13"
"Dnajc3",4.15837423268895e-09,0.300345826213298,0.542,0.344,0.000116426161766825,"TR-AM","Dnajc3"
"Coro1b1",4.56183157368325e-09,0.284697422411743,0.565,0.328,0.000127722160399984,"TR-AM","Coro1b"
"Snx3",4.7680070066065e-09,0.297455967190667,0.719,0.505,0.000133494660170969,"TR-AM","Snx3"
"Chmp3",4.96057898733594e-09,0.330929722558616,0.509,0.29,0.000138886290487432,"TR-AM","Chmp3"
"Hnrnpab",5.91601225237749e-09,0.318855540751897,0.59,0.372,0.000165636511042065,"TR-AM","Hnrnpab"
"Atxn10",6.39739352853887e-09,0.362198759384522,0.516,0.272,0.000179114224012031,"TR-AM","Atxn10"
"Hnrnpa2b1",6.83753464892717e-09,0.284654639579174,0.847,0.662,0.000191437295100663,"TR-AM","Hnrnpa2b1"
"Soat1",6.84907906350278e-09,0.268214662878004,0.559,0.353,0.000191760515619951,"TR-AM","Soat1"
"Txndc17",7.30131890914866e-09,0.309544669491744,0.667,0.45,0.000204422326818344,"TR-AM","Txndc17"
"Hspe1",2.80871865927825e-08,0.280929186512441,0.843,0.655,0.000786385050224723,"TR-AM","Hspe1"
"Cox7b1",3.15691115875755e-08,0.297645502347789,0.769,0.6,0.000883871986228939,"TR-AM","Cox7b"
"Ndufab1",3.43159519462094e-08,0.307123284135271,0.537,0.343,0.000960778022589971,"TR-AM","Ndufab1"
"Polr2k",4.56929811938007e-08,0.278946779987843,0.569,0.389,0.00127931208746403,"TR-AM","Polr2k"
"Ndufb6",4.64050836515475e-08,0.317239868023657,0.533,0.34,0.00129924953207603,"TR-AM","Ndufb6"
"Top1",1.47803787488852e-07,0.256475380655811,0.643,0.464,0.00413821044211288,"TR-AM","Top1"
"Mdh2",2.20777918641274e-07,0.251039321477043,0.598,0.418,0.00618134016611839,"TR-AM","Mdh2"
"Ndufa4",4.21930499347389e-07,0.276926910979349,0.845,0.715,0.0118132101207282,"TR-AM","Ndufa4"
"Mpc1",9.29896707828341e-07,0.255470909719409,0.698,0.505,0.0260352480257779,"TR-AM","Mpc1"
"Ssr31",1.19382929460467e-06,0.254948052475259,0.509,0.334,0.0334248325903415,"TR-AM","Ssr3"
"Ncl1",2.09180080455175e-06,0.270320645098503,0.715,0.517,0.0585662389258398,"TR-AM","Ncl"
"Ndufv3",2.47777751978564e-06,0.274316092577347,0.695,0.491,0.0693728149989582,"TR-AM","Ndufv3"
"Ubxn4",3.58382570215417e-06,0.297164972357777,0.53,0.321,0.100339952008913,"TR-AM","Ubxn4"
"Psmb51",3.50576799496546e-05,0.323844631450745,0.549,0.402,0.98154492323043,"TR-AM","Psmb5"
"Sfta2",3.03012664284607e-177,2.76837965852187,0.994,0.098,8.48374857464042e-173,"AT2","Sfta2"
"Sftpd",1.84413176144321e-174,3.02039110416781,0.997,0.167,5.16320010568871e-170,"AT2","Sftpd"
"Lamp3",4.79454398045581e-174,2.46936953843257,0.989,0.078,1.34237642364802e-169,"AT2","Lamp3"
"Slc34a2",7.80322640745727e-172,3.11531609972662,0.998,0.189,2.18474732955989e-167,"AT2","Slc34a2"
"Hc",9.26367302459208e-172,2.45671347387052,0.972,0.073,2.59364317342529e-167,"AT2","Hc"
"Cxcl15",2.82514056687978e-171,3.17445831866745,0.997,0.241,7.90982855915002e-167,"AT2","Cxcl15"
"Sftpb",1.57741717844444e-169,3.34610109632576,0.999,0.327,4.41645261620875e-165,"AT2","Sftpb"
"Scd1",5.23170235278664e-167,3.17907435650985,0.999,0.322,1.4647720247332e-162,"AT2","Scd1"
"S100g",9.1763435287647e-167,2.7210319056684,0.972,0.114,2.56919266118354e-162,"AT2","S100g"
"Sftpa12",4.95225999236858e-165,3.55865957571875,0.999,0.567,1.38653375266335e-160,"AT2","Sftpa1"
"Chil1",2.08533846814706e-163,2.66925576979722,0.986,0.159,5.83853064311813e-159,"AT2","Chil1"
"Sftpc2",8.85505543296779e-163,3.88442242746905,1,0.984,2.47923842012232e-158,"AT2","Sftpc"
"Lpcat1",2.72417891310713e-162,2.01157272329046,0.975,0.132,7.62715612091735e-158,"AT2","Lpcat1"
"Npc21",4.94849080433776e-159,1.87470513475593,0.999,0.76,1.38547845539849e-154,"AT2","Npc2"
"Cldn18",1.18485661978819e-157,1.92478873412804,0.945,0.066,3.31736156408298e-153,"AT2","Cldn18"
"Ager",5.42644109345812e-155,2.05207767342175,0.942,0.112,1.5192949773464e-150,"AT2","Ager"
"Wfdc2",1.3862373113956e-152,1.99972974399886,0.996,0.223,3.88118722444541e-148,"AT2","Wfdc2"
"Ppp1r14c",9.29454316566545e-152,1.74952156826837,0.921,0.061,2.60228619552301e-147,"AT2","Ppp1r14c"
"Dram1",8.75807230989228e-150,1.70485533637441,0.939,0.113,2.45208508532364e-145,"AT2","Dram1"
"Fasn",9.32317672869979e-150,1.89180272304228,0.926,0.094,2.61030302050137e-145,"AT2","Fasn"
"Wbp5",2.0472344610389e-149,1.7282595956439,0.969,0.243,5.73184704401671e-145,"AT2","Wbp5"
"Atp1b1",2.14098335009542e-149,1.78006871952195,0.972,0.141,5.99432518359716e-145,"AT2","Atp1b1"
"Abca3",1.2011301998648e-148,1.67159494345046,0.935,0.141,3.36292433358148e-144,"AT2","Abca3"
"Alcam",2.25470922451924e-147,1.63403887319898,0.971,0.196,6.31273488680898e-143,"AT2","Alcam"
"Ptprf",1.06040116433077e-144,1.57530709634175,0.891,0.078,2.96891117989328e-140,"AT2","Ptprf"
"Cbr2",5.53537242794615e-140,1.56432358750407,0.994,0.301,1.54979357237636e-135,"AT2","Cbr2"
"Chchd10",5.61801927098911e-139,1.35551955925565,0.962,0.213,1.57293303549153e-134,"AT2","Chchd10"
"Scd2",5.63971815104692e-135,1.65529130301899,0.921,0.161,1.57900828793012e-130,"AT2","Scd2"
"Ank3",8.02058911734809e-135,1.44066391730863,0.848,0.054,2.24560454107512e-130,"AT2","Ank3"
"Rnase4",1.37420738556489e-134,1.7399149152894,0.952,0.18,3.84750583810458e-130,"AT2","Rnase4"
"Lgi3",1.54468259555883e-133,1.42950605069681,0.808,0.034,4.32480233104561e-129,"AT2","Lgi3"
"Muc1",1.7695254968841e-133,1.5249949687321,0.846,0.061,4.95431748617611e-129,"AT2","Muc1"
"Elovl1",3.05105051296352e-133,1.78170453778866,0.927,0.239,8.54233122619527e-129,"AT2","Elovl1"
"Bex4",1.49939721630673e-132,1.70687002093572,0.835,0.035,4.19801232621558e-128,"AT2","Bex4"
"Etv5",2.57726089981422e-130,1.48868983793126,0.841,0.051,7.21581506729984e-126,"AT2","Etv5"
"Sdc4",9.81245355404612e-130,1.37302459100102,0.913,0.14,2.74729074606183e-125,"AT2","Sdc4"
"Car8",1.22169721399774e-128,1.49040029097181,0.849,0.065,3.42050785975086e-124,"AT2","Car8"
"Nkx2-1",3.32886368960563e-123,1.40123507363124,0.825,0.063,9.32015255815784e-119,"AT2","Nkx2-1"
"Prnp",6.10373482864604e-122,1.37943350766225,0.83,0.077,1.70892367732432e-117,"AT2","Prnp"
"Atp8a1",2.68751419098183e-120,1.38695110688369,0.908,0.189,7.52450223191092e-116,"AT2","Atp8a1"
"Mid1ip1",2.12404437334159e-118,1.53332255502663,0.866,0.176,5.94689943648179e-114,"AT2","Mid1ip1"
"Atp11a",2.94970286918195e-118,1.36601661499127,0.848,0.126,8.25857809313563e-114,"AT2","Atp11a"
"Egfl6",5.44413340764512e-118,1.32382637311253,0.757,0.026,1.52424847147248e-113,"AT2","Egfl6"
"Spint2",9.73081760022141e-117,1.35916737423342,0.929,0.167,2.72443431170999e-112,"AT2","Spint2"
"Cldn3",3.25843694854694e-116,1.30925373494631,0.804,0.07,9.12297176854171e-112,"AT2","Cldn3"
"Cystm1",3.40398053893122e-116,1.24559306752917,0.805,0.088,9.53046471289964e-112,"AT2","Cystm1"
"Aqp5",2.43849165949184e-112,1.35039530135489,0.759,0.055,6.82728894824525e-108,"AT2","Aqp5"
"Socs2",3.72120827075701e-111,1.28933861368474,0.836,0.131,1.04186389164655e-106,"AT2","Socs2"
"Sdc1",8.20875805547969e-111,1.1589349074885,0.752,0.062,2.2982880803732e-106,"AT2","Sdc1"
"Tgoln1",2.04966908632309e-108,1.32279040689674,0.879,0.254,5.7386635078874e-104,"AT2","Tgoln1"
"Napsa1",3.06243717367777e-108,1.53759168540096,0.973,0.43,8.57421159886303e-104,"AT2","Napsa"
"Npw",5.87799672816414e-106,1.20205484754421,0.707,0.034,1.6457215239514e-101,"AT2","Npw"
"Cpm",5.94122033102964e-106,1.19588787693532,0.725,0.057,1.66342286828168e-101,"AT2","Cpm"
"Abcd3",1.17120994358147e-105,1.1869066220949,0.786,0.105,3.27915360003939e-101,"AT2","Abcd3"
"Gclc",6.7836981502242e-103,1.49458166749292,0.806,0.124,1.89929980809977e-98,"AT2","Gclc"
"Errfi1",3.46106899901138e-101,1.28598256338859,0.737,0.065,9.69030098343205e-97,"AT2","Errfi1"
"Il33",6.28724229006574e-101,1.5560577216817,0.716,0.038,1.76030209637261e-96,"AT2","Il33"
"Irx1",2.98692330106248e-100,1.23107367873797,0.713,0.031,8.36278785831474e-96,"AT2","Irx1"
"Pla2g1b",3.03473425679737e-100,1.30049863081296,0.698,0.029,8.49664897218128e-96,"AT2","Pla2g1b"
"Acot7",3.6193414792253e-100,1.21866108521114,0.755,0.123,1.0133432273535e-95,"AT2","Acot7"
"Ces1d",1.74091963163499e-99,1.11773003421859,0.784,0.092,4.87422678465164e-95,"AT2","Ces1d"
"Acsl4",2.05531285838152e-99,1.2398659315684,0.794,0.131,5.75446494089657e-95,"AT2","Acsl4"
"Cmtm8",4.63064305278161e-99,1.12857126725853,0.744,0.068,1.2964874419178e-94,"AT2","Cmtm8"
"Bsg1",4.84051489780828e-97,0.943283585314484,0.957,0.508,1.35524736108836e-92,"AT2","Bsg"
"Zdhhc3",8.7636076117075e-97,1.26817811723811,0.788,0.143,2.45363485912586e-92,"AT2","Zdhhc3"
"Pi4k2b",3.68517938467509e-96,1.13222753655771,0.712,0.063,1.03177652412133e-91,"AT2","Pi4k2b"
"Fabp51",8.13793052368309e-96,1.47332684515627,0.927,0.331,2.27845778802079e-91,"AT2","Fabp5"
"mt-Nd21",1.0190214628141e-95,0.914388204871778,0.999,0.935,2.85305629158692e-91,"AT2","mt-Nd2"
"Gde1",2.78614143491965e-94,1.13488882977067,0.838,0.194,7.80063878948804e-90,"AT2","Gde1"
"Prr15l",1.56658394658079e-93,1.08605327416107,0.694,0.056,4.38612173363689e-89,"AT2","Prr15l"
"Lcn2",1.61201480789885e-93,1.17730644323065,0.885,0.208,4.51331905915519e-89,"AT2","Lcn2"
"Cd36",2.1823970973039e-93,0.948713291746679,0.922,0.272,6.11027539303147e-89,"AT2","Cd36"
"Oat",2.425206406705e-93,1.10902464687178,0.83,0.204,6.79009289749266e-89,"AT2","Oat"
