"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Eif3a3",0.000115336302798496,0.253922019045517,0.729,0.453,1,"Mesothelium","Eif3a"
"mt-Nd4l15",0.000127100756240021,0.302025586680951,0.871,0.625,1,"Mesothelium","mt-Nd4l"
"Bag11",0.000137321895358344,0.341760900928921,0.714,0.406,1,"Mesothelium","Bag1"
"Polr2i1",0.000141814479278627,0.272647330327778,0.586,0.285,1,"Mesothelium","Polr2i"
"Trappc2l2",0.000143906595329221,0.30113335056722,0.6,0.33,1,"Mesothelium","Trappc2l"
"Yipf4",0.000170565437613608,0.334814255200344,0.529,0.26,1,"Mesothelium","Yipf4"
"Cnbp10",0.000171532903035133,0.259678912523446,0.8,0.528,1,"Mesothelium","Cnbp"
"Ndufs55",0.000189998656551392,0.329294376127507,0.8,0.501,1,"Mesothelium","Ndufs5"
"Ankrd121",0.000194789896816137,0.275086182849433,0.514,0.258,1,"Mesothelium","Ankrd12"
"Sptssa4",0.000208263531181185,0.32265479739939,0.629,0.345,1,"Mesothelium","Sptssa"
"Atp5j23",0.000244796378658663,0.254250601026666,0.957,0.755,1,"Mesothelium","Atp5j2"
"Zfp36l110",0.00024840353648613,0.282119610378654,0.729,0.442,1,"Mesothelium","Zfp36l1"
"Smdt17",0.000279650435084221,0.273777156209874,0.871,0.649,1,"Mesothelium","Smdt1"
"Sod17",0.000323222675662339,0.255867937850831,0.643,0.419,1,"Mesothelium","Sod1"
"Eny2",0.000343625955823515,0.312086248406188,0.543,0.274,1,"Mesothelium","Eny2"
"Ptp4a27",0.000400874576128032,0.298543424222097,0.729,0.499,1,"Mesothelium","Ptp4a2"
"Tbcb1",0.000562889303594596,0.266176196281821,0.529,0.296,1,"Mesothelium","Tbcb"
"H2afv2",0.000584118923602871,0.28115747959003,0.757,0.397,1,"Mesothelium","H2afv"
"Hnrnpab2",0.000641051972971658,0.309055652525977,0.643,0.39,1,"Mesothelium","Hnrnpab"
"Atp5k2",0.00100599776022744,0.256721421185851,0.9,0.723,1,"Mesothelium","Atp5k"
"Wdr83os",0.00112050660446501,0.257301474569733,0.586,0.303,1,"Mesothelium","Wdr83os"
"Glul3",0.00143429125361435,0.292143701962196,0.614,0.339,1,"Mesothelium","Glul"
"Hnrnpa01",0.00209802028477002,0.266072830548043,0.543,0.272,1,"Mesothelium","Hnrnpa0"
"Pfdn1",0.00219808022988539,0.292747023158844,0.543,0.293,1,"Mesothelium","Pfdn1"
"Ndufb62",0.0022007718664391,0.316209313671658,0.586,0.356,1,"Mesothelium","Ndufb6"
"Atp5d5",0.00441058999550361,0.270343250089491,0.886,0.688,1,"Mesothelium","Atp5d"
"Psmb41",0.00452370493461085,0.278206813573456,0.671,0.408,1,"Mesothelium","Psmb4"
"Myl9",2.93534983020996e-106,3.44952054656962,0.972,0.006,8.21839245462183e-102,"Smooth muscle cells","Myl9"
"Des",6.86611398224461e-105,2.97768260960677,0.917,0.002,1.92237459274885e-100,"Smooth muscle cells","Des"
"Tagln",1.01441103676579e-103,3.8365839347511,0.972,0.006,2.84014802073687e-99,"Smooth muscle cells","Tagln"
"Myh11",1.68871563466755e-101,3.1860210005232,0.889,0.002,4.72806603394219e-97,"Smooth muscle cells","Myh11"
"Tpm2",3.32520858291396e-100,3.76216701356915,0.944,0.009,9.30991899044252e-96,"Smooth muscle cells","Tpm2"
"Ppp1r14a1",1.78662204744645e-91,2.68694756822184,0.972,0.012,5.00218440844056e-87,"Smooth muscle cells","Ppp1r14a"
"Lmod1",2.86681392668513e-81,2.1313784681511,0.722,0.003,8.02650563193304e-77,"Smooth muscle cells","Lmod1"
"Sparcl12",1.44161548109432e-79,2.81626457079519,0.972,0.026,4.03623502396789e-75,"Smooth muscle cells","Sparcl1"
"Kcnk3",5.34488501741508e-79,1.55060916102432,0.75,0.006,1.49646090717588e-74,"Smooth muscle cells","Kcnk3"
"Mustn11",5.78434169181696e-79,3.26802772214289,0.917,0.021,1.61949998687491e-74,"Smooth muscle cells","Mustn1"
"Col3a12",3.78609026900756e-75,2.20522943554477,0.861,0.02,1.06002955351674e-70,"Smooth muscle cells","Col3a1"
"Fxyd11",8.90392109300217e-75,2.10697456579223,0.833,0.013,2.49291982761875e-70,"Smooth muscle cells","Fxyd1"
"Actg2",1.26087273439058e-74,2.40881919270645,0.667,0.001,3.53019148174674e-70,"Smooth muscle cells","Actg2"
"Cnn1",2.27557932944798e-74,2.09198487901603,0.639,0,6.37116700658845e-70,"Smooth muscle cells","Cnn1"
"Gucy1b3",2.27557932944798e-74,1.40929557562194,0.639,0.003,6.37116700658845e-70,"Smooth muscle cells","Gucy1b3"
"Sod31",4.22536065081151e-74,1.81627660585171,0.722,0.013,1.18301647501421e-69,"Smooth muscle cells","Sod3"
"Rarres22",1.1405321979048e-72,1.70017201625364,0.889,0.025,3.19326204769386e-68,"Smooth muscle cells","Rarres2"
"Notch3",8.16611330825036e-70,1.74078191531952,0.694,0.004,2.28634840404394e-65,"Smooth muscle cells","Notch3"
"Actc1",1.69937191993788e-68,2.93705219466458,0.639,0.001,4.75790150144208e-64,"Smooth muscle cells","Actc1"
"Synpo2",1.79277286282028e-68,1.7929174597029,0.639,0.002,5.01940546132421e-64,"Smooth muscle cells","Synpo2"
"Bgn3",7.26906423147409e-68,2.13010119975364,0.917,0.033,2.03519260352812e-63,"Smooth muscle cells","Bgn"
"Prss232",8.72853912335443e-68,1.85743731754189,0.778,0.024,2.44381638375677e-63,"Smooth muscle cells","Prss23"
"Acta2",1.33248061475513e-67,4.5737403223014,0.944,0.035,3.73067922519141e-63,"Smooth muscle cells","Acta2"
"Prelp2",1.31987949484352e-64,1.79730205585088,0.806,0.016,3.69539860966289e-60,"Smooth muscle cells","Prelp"
"Postn",1.49189194098657e-64,1.78524624960172,0.556,0.001,4.17699905637419e-60,"Smooth muscle cells","Postn"
"Atp1a21",1.63127328525412e-64,1.28403192532797,0.583,0.008,4.56723894405448e-60,"Smooth muscle cells","Atp1a2"
"Col1a22",2.49695140370797e-63,1.54977723309357,0.722,0.018,6.99096454010158e-59,"Smooth muscle cells","Col1a2"
"Eln3",1.45854892648997e-62,2.70725802996022,0.778,0.027,4.08364528438663e-58,"Smooth muscle cells","Eln"
"Fstl13",3.69701826185533e-62,1.81420925037321,0.778,0.021,1.03509117295425e-57,"Smooth muscle cells","Fstl1"
"Col18a1",2.80518612556351e-60,1.7792821383624,0.611,0.01,7.85396011435271e-56,"Smooth muscle cells","Col18a1"
"Gucy1a3",3.03782272852567e-59,2.12837495235175,0.583,0.005,8.50529607532617e-55,"Smooth muscle cells","Gucy1a3"
"Heyl",3.53628259713523e-59,1.26290256579492,0.583,0.002,9.90088401545922e-55,"Smooth muscle cells","Heyl"
"Itga8",3.19209494873427e-58,1.39463680848578,0.556,0.007,8.93722743746622e-54,"Smooth muscle cells","Itga8"
"Dmpk",3.46727021814144e-58,1.49737896503665,0.528,0.008,9.70766315675241e-54,"Smooth muscle cells","Dmpk"
"Pdgfrb",6.32953741577545e-58,1.51041715951567,0.528,0.003,1.77214388566881e-53,"Smooth muscle cells","Pdgfrb"
"Lmcd1",1.00621318308923e-56,1.45825533922656,0.583,0.006,2.81719567001322e-52,"Smooth muscle cells","Lmcd1"
"Wisp2",3.13988444468719e-55,1.54464491871463,0.528,0.004,8.7910484682352e-51,"Smooth muscle cells","Wisp2"
"Cdh131",3.30778003862933e-55,1.22291741657944,0.528,0.005,9.26112255215441e-51,"Smooth muscle cells","Cdh13"
"Adam331",9.33008083227863e-53,1.46986706031816,0.639,0.015,2.61223603142137e-48,"Smooth muscle cells","Adam33"
"Ltbp43",1.20990729063854e-51,1.22224819339803,0.722,0.029,3.38749843232978e-47,"Smooth muscle cells","Ltbp4"
"Crispld21",1.10198494732834e-50,1.82314680029275,0.639,0.02,3.08533745552989e-46,"Smooth muscle cells","Crispld2"
"Map1b1",9.72269796554882e-50,1.60180628295106,0.778,0.038,2.72216097639436e-45,"Smooth muscle cells","Map1b"
"Ndrg2",8.17888922352522e-49,1.21793926870833,0.583,0.012,2.28992540480259e-44,"Smooth muscle cells","Ndrg2"
"Mylk1",4.42764283762601e-48,2.78699545968146,0.944,0.094,1.23965144167853e-43,"Smooth muscle cells","Mylk"
"Pde3a1",1.11962825613215e-47,1.18330888615509,0.528,0.016,3.1347351915188e-43,"Smooth muscle cells","Pde3a"
"Cyr61",1.1303228044689e-46,1.4773180619303,0.583,0.018,3.16467778795202e-42,"Smooth muscle cells","Cyr61"
"Mcam",1.53881229566637e-46,1.63219344680739,0.722,0.037,4.30836666540671e-42,"Smooth muscle cells","Mcam"
"Rhoj1",2.34631082594855e-45,1.2837391612901,0.639,0.034,6.56920105049076e-41,"Smooth muscle cells","Rhoj"
"Cald13",1.29013521974582e-44,2.93797340824427,0.944,0.105,3.61212058824434e-40,"Smooth muscle cells","Cald1"
"Fhl13",3.1795022667277e-44,1.74926469759971,0.722,0.042,8.90197044638422e-40,"Smooth muscle cells","Fhl1"
"Col1a11",7.37095813104349e-43,1.35511179359733,0.556,0.013,2.06372085752956e-38,"Smooth muscle cells","Col1a1"
"Fbxl22",1.82282616144718e-42,1.26949314380518,0.528,0.007,5.10354868681981e-38,"Smooth muscle cells","Fbxl22"
"Lhfp2",2.02660754444102e-39,1.39334921118883,0.667,0.031,5.67409580292598e-35,"Smooth muscle cells","Lhfp"
"Mgp3",9.12029365507391e-38,2.49148660902022,0.833,0.101,2.55349981754759e-33,"Smooth muscle cells","Mgp"
"Thbs1",9.56306502654591e-38,2.37038055467509,0.667,0.042,2.67746694613232e-33,"Smooth muscle cells","Thbs1"
"Sparc4",1.13668346384762e-35,2.19195041881421,0.972,0.187,3.18248636208056e-31,"Smooth muscle cells","Sparc"
"F3",3.19304103424841e-35,1.4358069757251,0.583,0.03,8.9398762876887e-31,"Smooth muscle cells","F3"
"Tgfb1i1",3.25070911860521e-35,1.30275007518074,0.583,0.029,9.10133539027088e-31,"Smooth muscle cells","Tgfb1i1"
"Fblim1",5.49940456024839e-35,1.35778415861006,0.556,0.033,1.53972328877834e-30,"Smooth muscle cells","Fblim1"
"Lpp1",7.55097009562787e-35,2.3353783965427,0.889,0.156,2.11412060737389e-30,"Smooth muscle cells","Lpp"
"Prkcdbp3",1.32435092514625e-34,1.70929481984306,0.639,0.038,3.70791772022447e-30,"Smooth muscle cells","Prkcdbp"
"Timp34",3.16569174883734e-34,2.06860129402099,0.889,0.101,8.86330375839478e-30,"Smooth muscle cells","Timp3"
"Mxra82",5.97128890882244e-34,1.11372917198064,0.583,0.029,1.67184146869211e-29,"Smooth muscle cells","Mxra8"
"Gpx31",2.98710221370484e-32,2.02345522795964,0.667,0.055,8.3632887779308e-28,"Smooth muscle cells","Gpx3"
"Ckb4",3.97398760124022e-32,1.55123145660452,0.861,0.13,1.11263704859524e-27,"Smooth muscle cells","Ckb"
"Lamb21",1.62652994559248e-31,1.36154006619432,0.611,0.057,4.55395854166984e-27,"Smooth muscle cells","Lamb2"
"Tns14",8.43890775831311e-30,1.92770336017596,0.944,0.218,2.36272539417251e-25,"Smooth muscle cells","Tns1"
"Aebp13",3.5145693040355e-29,1.47878776975819,0.556,0.045,9.84009113743858e-25,"Smooth muscle cells","Aebp1"
"Selm3",3.64046882187281e-29,1.24329201654955,0.722,0.064,1.01925846074795e-24,"Smooth muscle cells","Selm"
"Igfbp73",5.02200396448818e-29,1.79426130254514,0.889,0.152,1.4060606699774e-24,"Smooth muscle cells","Igfbp7"
"Ecm12",5.72223955328112e-29,1.61644754012914,0.639,0.057,1.60211263012765e-24,"Smooth muscle cells","Ecm1"
"Serpinh15",4.22789134768738e-28,1.42470964691059,0.861,0.123,1.18372501952551e-23,"Smooth muscle cells","Serpinh1"
"Id35",7.07797480635069e-28,1.31703514881545,0.861,0.145,1.98169138628207e-23,"Smooth muscle cells","Id3"
"Ptrf5",1.88268323087773e-27,1.67311737775866,0.778,0.104,5.27113650981147e-23,"Smooth muscle cells","Ptrf"
"Pdlim7",5.25506011784825e-27,1.04535161777646,0.583,0.068,1.47131173179515e-22,"Smooth muscle cells","Pdlim7"
"Gng114",1.2029343041459e-26,1.35044553568255,0.667,0.055,3.3679754647477e-22,"Smooth muscle cells","Gng11"
"Igfbp52",4.87562809656221e-26,1.67030824311669,0.556,0.047,1.36507835447549e-21,"Smooth muscle cells","Igfbp5"
"Tinagl11",5.65955812798769e-26,1.44147105239171,0.667,0.098,1.58456308467399e-21,"Smooth muscle cells","Tinagl1"
"Nr2f22",2.36507661444572e-25,1.33798065453439,0.556,0.061,6.62174150512513e-21,"Smooth muscle cells","Nr2f2"
"Tpm15",3.17563211986627e-24,2.60788651498692,0.889,0.25,8.89113480920159e-20,"Smooth muscle cells","Tpm1"
"Fermt24",3.49351623421556e-24,1.59157721187648,0.722,0.102,9.78114675255671e-20,"Smooth muscle cells","Fermt2"
"Csrp14",3.33624633709056e-22,2.15042571794519,0.833,0.227,9.34082249458616e-18,"Smooth muscle cells","Csrp1"
"Rbms31",5.3652081157201e-22,1.29998990044053,0.639,0.091,1.50215096823931e-17,"Smooth muscle cells","Rbms3"
"Flna5",8.01150105878166e-22,2.11764031040453,0.944,0.413,2.24306006643769e-17,"Smooth muscle cells","Flna"
"Slmap",1.35314319939159e-21,1.27367511940939,0.667,0.121,3.78853032965658e-17,"Smooth muscle cells","Slmap"
"Cryab2",3.71598350511753e-21,1.48162174725908,0.611,0.104,1.04040106176281e-16,"Smooth muscle cells","Cryab"
"Gsn4",1.18843012629457e-20,1.46668674527368,0.917,0.335,3.32736666759953e-16,"Smooth muscle cells","Gsn"
"Ehd22",2.00230245927055e-20,1.05623235316035,0.556,0.07,5.60604642546568e-16,"Smooth muscle cells","Ehd2"
"Cnn32",3.53669683875119e-20,1.19149704322332,0.611,0.079,9.90204380913559e-16,"Smooth muscle cells","Cnn3"
"Cd816",3.92444549252964e-20,1.66875572755058,0.944,0.358,1.09876624899845e-15,"Smooth muscle cells","Cd81"
"Mfge82",3.281822907086e-19,1.53334087746308,0.611,0.077,9.18844777525938e-15,"Smooth muscle cells","Mfge8"
"Npnt2",5.56273056148375e-19,1.07519824418763,0.583,0.1,1.55745330260422e-14,"Smooth muscle cells","Npnt"
"Serpine22",1.03301533736974e-18,1.2658184265932,0.611,0.086,2.8922363415678e-14,"Smooth muscle cells","Serpine2"
"Dst2",1.2850345827538e-18,1.06625440621877,0.75,0.166,3.59783982479409e-14,"Smooth muscle cells","Dst"
"Plpp33",2.00506022982936e-18,1.46283573498998,0.528,0.06,5.61376763147625e-14,"Smooth muscle cells","Plpp3"
"Snhg182",2.23909232794375e-18,1.23652013462279,0.611,0.1,6.26901069977691e-14,"Smooth muscle cells","Snhg18"
"Filip1l",2.51463829220791e-18,1.46858238454608,0.806,0.234,7.04048429052372e-14,"Smooth muscle cells","Filip1l"
"Tm4sf14",3.08608367514948e-18,0.952555733602465,0.556,0.08,8.64041707368353e-14,"Smooth muscle cells","Tm4sf1"
"Shroom3",1.4328548463476e-17,1.07282719913776,0.528,0.058,4.01170699880401e-13,"Smooth muscle cells","Shroom3"
"Myl612",1.64906746233604e-17,1.81308447581727,1,0.909,4.61705908104845e-13,"Smooth muscle cells","Myl6"
"Nedd46",2.11520966676385e-17,1.20395731254725,0.778,0.199,5.92216402500544e-13,"Smooth muscle cells","Nedd4"
"Zbtb206",2.12176917652267e-17,1.37872141005905,0.833,0.277,5.94052934042818e-13,"Smooth muscle cells","Zbtb20"
"Thra1",4.77379507983405e-17,0.980508704974902,0.611,0.118,1.33656714645194e-12,"Smooth muscle cells","Thra"
"Fam129a3",8.51086785023027e-17,1.54612646621144,0.75,0.231,2.38287278070747e-12,"Smooth muscle cells","Fam129a"
"Marveld1",1.7992498069246e-16,0.909889045780095,0.556,0.117,5.0375396094275e-12,"Smooth muscle cells","Marveld1"
"Nfia3",2.10786192860168e-16,1.15575509343448,0.639,0.153,5.90159182769899e-12,"Smooth muscle cells","Nfia"
"Vcl1",2.41910523508289e-16,1.14164570465633,0.611,0.107,6.77301083718508e-12,"Smooth muscle cells","Vcl"
"Itgb17",1.12251050679518e-15,1.34614981940396,0.833,0.363,3.14280491692515e-11,"Smooth muscle cells","Itgb1"
"Col6a12",1.15207722631672e-15,1.09853091392007,0.528,0.09,3.22558581824154e-11,"Smooth muscle cells","Col6a1"
"Slc25a44",1.19106595792776e-15,1.23318972620007,0.889,0.412,3.33474646900615e-11,"Smooth muscle cells","Slc25a4"
"Dstn18",2.46869647521298e-15,1.84506082162087,0.917,0.621,6.91185639130131e-11,"Smooth muscle cells","Dstn"
"Hspb15",4.27204627600573e-15,1.57001635807153,0.667,0.145,1.19608751635608e-10,"Smooth muscle cells","Hspb1"
"Ebf11",6.29986986506755e-15,0.620758597775852,0.639,0.126,1.76383756482161e-10,"Smooth muscle cells","Ebf1"
"Ccdc1071",1.50155795504558e-14,1.16278369455068,0.611,0.162,4.20406196253662e-10,"Smooth muscle cells","Ccdc107"
"Pls32",2.44821801399056e-14,1.14004707161658,0.611,0.127,6.85452079557077e-10,"Smooth muscle cells","Pls3"
"Cav14",4.11509949185825e-14,0.806389013333379,0.556,0.106,1.15214555573047e-09,"Smooth muscle cells","Cav1"
"Kctd101",4.89428545911458e-14,1.06311135064788,0.611,0.163,1.3703020428429e-09,"Smooth muscle cells","Kctd10"
"Lgals112",1.39895718759693e-13,0.990586713860031,0.972,0.481,3.91680033383387e-09,"Smooth muscle cells","Lgals1"
"Clic48",1.46396614851829e-13,1.18687407643229,0.833,0.305,4.09881242262151e-09,"Smooth muscle cells","Clic4"
"Col4a13",1.91420538558786e-13,1.12014298374891,0.556,0.138,5.35939223856889e-09,"Smooth muscle cells","Col4a1"
"Crip27",2.2044334198474e-13,0.988956946210489,0.833,0.282,6.17197268888875e-09,"Smooth muscle cells","Crip2"
"Epas15",2.36877651682097e-13,1.13225880530889,0.806,0.288,6.63210049179536e-09,"Smooth muscle cells","Epas1"
"Sepw111",8.65558147994281e-13,1.20598774743157,0.944,0.673,2.42338970275439e-08,"Smooth muscle cells","Sepw1"
"Rbpms2",1.11693855784063e-12,1.10094262702209,0.583,0.134,3.1272045742422e-08,"Smooth muscle cells","Rbpms"
"Zeb29",1.29538138563025e-12,1.08042084542542,0.861,0.341,3.62680880348758e-08,"Smooth muscle cells","Zeb2"
"Actn13",5.21127080172324e-12,1.05582148967637,0.667,0.223,1.45905159906647e-07,"Smooth muscle cells","Actn1"
"Pbxip1",6.56475973549301e-12,1.26196247457824,0.694,0.28,1.83800143074333e-07,"Smooth muscle cells","Pbxip1"
"Rsu1",7.60449143761754e-12,0.983621068922693,0.75,0.276,2.12910551270416e-07,"Smooth muscle cells","Rsu1"
"Crip113",1.97881547293392e-11,1.18528838668773,0.972,0.789,5.5402875611204e-07,"Smooth muscle cells","Crip1"
"Svil",1.01589554868412e-10,1.03327252142747,0.694,0.224,2.84430435720581e-06,"Smooth muscle cells","Svil"
"Ccser2",1.2793166220045e-10,0.900166407038445,0.528,0.116,3.58183067828819e-06,"Smooth muscle cells","Ccser2"
"Dynll113",1.49280012132295e-10,0.88349730483215,0.972,0.785,4.17954177967998e-06,"Smooth muscle cells","Dynll1"
"Axl3",1.86123022204529e-10,0.743765330925113,0.556,0.152,5.21107237568241e-06,"Smooth muscle cells","Axl"
"Ilk",1.95538531306723e-10,0.913617119783781,0.639,0.243,5.47468779952563e-06,"Smooth muscle cells","Ilk"
"Zfhx31",6.12946685567842e-10,1.04464369618513,0.611,0.199,1.71612813025284e-05,"Smooth muscle cells","Zfhx3"
"Atp2a22",7.31759191499025e-10,1.2633697043299,0.639,0.229,2.04877938435897e-05,"Smooth muscle cells","Atp2a2"
"Hcfc1r12",7.32628416695448e-10,0.813257231799717,0.722,0.355,2.05121304106392e-05,"Smooth muscle cells","Hcfc1r1"
"Sh3bgrl8",7.79114461398654e-10,1.07662772131004,0.806,0.411,2.18136466902395e-05,"Smooth muscle cells","Sh3bgrl"
"Lmna4",1.03476873662118e-09,0.797728518684731,0.639,0.239,2.89714550879198e-05,"Smooth muscle cells","Lmna"
"Ppp1cb2",1.58437280161508e-09,0.837202170337882,0.722,0.3,4.4359269699619e-05,"Smooth muscle cells","Ppp1cb"
"Cdc42ep32",3.09034228442993e-09,0.999049100683529,0.667,0.307,8.65234032794692e-05,"Smooth muscle cells","Cdc42ep3"
"Mprip2",4.03777679176868e-09,0.898239889163923,0.528,0.147,0.00011304967461594,"Smooth muscle cells","Mprip"
"Tuba1a7",5.52522089851288e-09,0.8263711756854,0.694,0.26,0.000154695134716564,"Smooth muscle cells","Tuba1a"
"Ndufa112",1.17756816726251e-08,0.735214666478888,0.75,0.407,0.000329695535470159,"Smooth muscle cells","Ndufa11"
"Oxct13",1.26592982248027e-08,0.86718177854678,0.583,0.235,0.000354435031698026,"Smooth muscle cells","Oxct1"
"Nfib7",1.28275322255215e-08,0.877809295725787,0.556,0.164,0.000359145247250152,"Smooth muscle cells","Nfib"
"Dpysl25",1.39704918962586e-08,0.782728658490743,0.639,0.244,0.000391145832111449,"Smooth muscle cells","Dpysl2"
"Ptp4a31",1.56096023974636e-08,0.932987465515713,0.528,0.156,0.000437037647924186,"Smooth muscle cells","Ptp4a3"
"Cd1513",1.57809478112305e-08,0.70211210148917,0.528,0.142,0.000441834976818832,"Smooth muscle cells","Cd151"
"Rhoc5",4.37786620402697e-08,0.801328625417304,0.556,0.181,0.00122571497980347,"Smooth muscle cells","Rhoc"
"Malat116",4.38320122289486e-08,0.666919148810317,1,0.999,0.0012272086783861,"Smooth muscle cells","Malat1"
"Myadm",8.21856405762008e-08,0.672167881388392,0.611,0.236,0.00230103356485247,"Smooth muscle cells","Myadm"
"Oat6",8.57980368202053e-08,0.699642009239195,0.75,0.328,0.00240217343489211,"Smooth muscle cells","Oat"
"Klf93",1.29542278515488e-07,0.746810804143367,0.528,0.163,0.00362692471387664,"Smooth muscle cells","Klf9"
"Sept73",1.53312045012802e-07,0.814854380592526,0.722,0.373,0.00429243063626844,"Smooth muscle cells","Sept7"
"Kif5b5",2.27948531489724e-07,0.844779758632695,0.778,0.463,0.00638210298464929,"Smooth muscle cells","Kif5b"
"Ifi272",2.31329686791222e-07,0.618873186879309,0.611,0.253,0.00647676857078064,"Smooth muscle cells","Ifi27"
"Cd638",5.62085362551191e-07,0.609181373785083,0.861,0.399,0.0157372659807083,"Smooth muscle cells","Cd63"
"mt-Nd317",1.06234366179515e-06,0.532008321361349,1,0.803,0.0297434978429407,"Smooth muscle cells","mt-Nd3"
"Nptn1",1.56917630679772e-06,0.811236052512808,0.556,0.222,0.0439337982377227,"Smooth muscle cells","Nptn"
"mt-Nd416",1.5813840043446e-06,0.470437417518338,1,0.963,0.0442755893536401,"Smooth muscle cells","mt-Nd4"
"Nenf6",2.09819956772461e-06,0.79411329047861,0.639,0.326,0.0587453914971537,"Smooth muscle cells","Nenf"
"Map1lc3a5",2.17610383697365e-06,0.794330435571204,0.667,0.343,0.0609265552275884,"Smooth muscle cells","Map1lc3a"
"S100a619",2.21910738849599e-06,0.403151996602968,0.917,0.579,0.0621305686631108,"Smooth muscle cells","S100a6"
"Pdcd51",2.34139678389257e-06,0.697004501782273,0.778,0.414,0.065554427155424,"Smooth muscle cells","Pdcd5"
"Ahnak19",2.44176539835785e-06,0.771751034574248,0.778,0.526,0.0683645476232232,"Smooth muscle cells","Ahnak"
"Pbx16",3.1134400671582e-06,0.730187683804796,0.528,0.236,0.0871700950002953,"Smooth muscle cells","Pbx1"
"Gm4241812",3.40192775934025e-06,0.772724593678768,0.889,0.74,0.0952471734060084,"Smooth muscle cells","Gm42418"
"Ndufs61",4.18825881370963e-06,0.535072194207281,0.778,0.48,0.117262870266242,"Smooth muscle cells","Ndufs6"
"mt-Cytb16",5.06299707415273e-06,0.426163866952426,1,0.973,0.141753792082128,"Smooth muscle cells","mt-Cytb"
