particle_size,sample,filter,dilution_factor,tech_rep,values
730.5,mG15.5,yes,500,00,0
731.5,mG15.5,yes,500,00,0
732.5,mG15.5,yes,500,00,0
733.5,mG15.5,yes,500,00,0
734.5,mG15.5,yes,500,00,0
735.5,mG15.5,yes,500,00,0
736.5,mG15.5,yes,500,00,0
737.5,mG15.5,yes,500,00,0
738.5,mG15.5,yes,500,00,0
739.5,mG15.5,yes,500,00,0
740.5,mG15.5,yes,500,00,0
741.5,mG15.5,yes,500,00,0
742.5,mG15.5,yes,500,00,0
743.5,mG15.5,yes,500,00,0
744.5,mG15.5,yes,500,00,0
745.5,mG15.5,yes,500,00,0
746.5,mG15.5,yes,500,00,0
747.5,mG15.5,yes,500,00,0
748.5,mG15.5,yes,500,00,0
749.5,mG15.5,yes,500,00,0
750.5,mG15.5,yes,500,00,0
751.5,mG15.5,yes,500,00,0
752.5,mG15.5,yes,500,00,0
753.5,mG15.5,yes,500,00,0
754.5,mG15.5,yes,500,00,0
755.5,mG15.5,yes,500,00,0
756.5,mG15.5,yes,500,00,0
757.5,mG15.5,yes,500,00,0
758.5,mG15.5,yes,500,00,0
759.5,mG15.5,yes,500,00,0
760.5,mG15.5,yes,500,00,0
761.5,mG15.5,yes,500,00,0
762.5,mG15.5,yes,500,00,0
763.5,mG15.5,yes,500,00,0
764.5,mG15.5,yes,500,00,0
765.5,mG15.5,yes,500,00,0
766.5,mG15.5,yes,500,00,0
767.5,mG15.5,yes,500,00,0
768.5,mG15.5,yes,500,00,0
769.5,mG15.5,yes,500,00,0
770.5,mG15.5,yes,500,00,0
771.5,mG15.5,yes,500,00,0
772.5,mG15.5,yes,500,00,0
773.5,mG15.5,yes,500,00,0
774.5,mG15.5,yes,500,00,0
775.5,mG15.5,yes,500,00,0
776.5,mG15.5,yes,500,00,0
777.5,mG15.5,yes,500,00,0
778.5,mG15.5,yes,500,00,0
779.5,mG15.5,yes,500,00,0
780.5,mG15.5,yes,500,00,0
781.5,mG15.5,yes,500,00,0
782.5,mG15.5,yes,500,00,0
783.5,mG15.5,yes,500,00,0
784.5,mG15.5,yes,500,00,0
785.5,mG15.5,yes,500,00,0
786.5,mG15.5,yes,500,00,0
787.5,mG15.5,yes,500,00,0
788.5,mG15.5,yes,500,00,0
789.5,mG15.5,yes,500,00,0
790.5,mG15.5,yes,500,00,0
791.5,mG15.5,yes,500,00,0
792.5,mG15.5,yes,500,00,0
793.5,mG15.5,yes,500,00,0
794.5,mG15.5,yes,500,00,0
795.5,mG15.5,yes,500,00,0
796.5,mG15.5,yes,500,00,0
797.5,mG15.5,yes,500,00,0
798.5,mG15.5,yes,500,00,0
799.5,mG15.5,yes,500,00,0
800.5,mG15.5,yes,500,00,0
801.5,mG15.5,yes,500,00,0
802.5,mG15.5,yes,500,00,0
803.5,mG15.5,yes,500,00,0
804.5,mG15.5,yes,500,00,0
805.5,mG15.5,yes,500,00,0
806.5,mG15.5,yes,500,00,0
807.5,mG15.5,yes,500,00,0
808.5,mG15.5,yes,500,00,0
809.5,mG15.5,yes,500,00,0
810.5,mG15.5,yes,500,00,0
811.5,mG15.5,yes,500,00,0
812.5,mG15.5,yes,500,00,0
813.5,mG15.5,yes,500,00,0
814.5,mG15.5,yes,500,00,0
815.5,mG15.5,yes,500,00,0
816.5,mG15.5,yes,500,00,0
817.5,mG15.5,yes,500,00,0
818.5,mG15.5,yes,500,00,0
819.5,mG15.5,yes,500,00,0
820.5,mG15.5,yes,500,00,0
821.5,mG15.5,yes,500,00,0
822.5,mG15.5,yes,500,00,0
823.5,mG15.5,yes,500,00,0
824.5,mG15.5,yes,500,00,0
825.5,mG15.5,yes,500,00,0
826.5,mG15.5,yes,500,00,0
827.5,mG15.5,yes,500,00,0
828.5,mG15.5,yes,500,00,0
829.5,mG15.5,yes,500,00,0
830.5,mG15.5,yes,500,00,0
831.5,mG15.5,yes,500,00,0
832.5,mG15.5,yes,500,00,0
833.5,mG15.5,yes,500,00,0
834.5,mG15.5,yes,500,00,0
835.5,mG15.5,yes,500,00,0
836.5,mG15.5,yes,500,00,0
837.5,mG15.5,yes,500,00,0
838.5,mG15.5,yes,500,00,0
839.5,mG15.5,yes,500,00,0
840.5,mG15.5,yes,500,00,0
841.5,mG15.5,yes,500,00,0
842.5,mG15.5,yes,500,00,0
843.5,mG15.5,yes,500,00,0
844.5,mG15.5,yes,500,00,0
845.5,mG15.5,yes,500,00,0
846.5,mG15.5,yes,500,00,0
847.5,mG15.5,yes,500,00,0
848.5,mG15.5,yes,500,00,0
849.5,mG15.5,yes,500,00,0
850.5,mG15.5,yes,500,00,0
851.5,mG15.5,yes,500,00,0
852.5,mG15.5,yes,500,00,0
853.5,mG15.5,yes,500,00,0
854.5,mG15.5,yes,500,00,0
855.5,mG15.5,yes,500,00,0
856.5,mG15.5,yes,500,00,0
857.5,mG15.5,yes,500,00,0
858.5,mG15.5,yes,500,00,0
859.5,mG15.5,yes,500,00,0
860.5,mG15.5,yes,500,00,0
861.5,mG15.5,yes,500,00,0
862.5,mG15.5,yes,500,00,0
863.5,mG15.5,yes,500,00,0
864.5,mG15.5,yes,500,00,0
865.5,mG15.5,yes,500,00,0
866.5,mG15.5,yes,500,00,0
867.5,mG15.5,yes,500,00,0
868.5,mG15.5,yes,500,00,0
869.5,mG15.5,yes,500,00,0
870.5,mG15.5,yes,500,00,0
871.5,mG15.5,yes,500,00,0
872.5,mG15.5,yes,500,00,0
873.5,mG15.5,yes,500,00,0
874.5,mG15.5,yes,500,00,0
875.5,mG15.5,yes,500,00,0
876.5,mG15.5,yes,500,00,0
877.5,mG15.5,yes,500,00,0
878.5,mG15.5,yes,500,00,0
879.5,mG15.5,yes,500,00,0
880.5,mG15.5,yes,500,00,0
881.5,mG15.5,yes,500,00,0
882.5,mG15.5,yes,500,00,0
883.5,mG15.5,yes,500,00,0
884.5,mG15.5,yes,500,00,0
885.5,mG15.5,yes,500,00,0
886.5,mG15.5,yes,500,00,0
887.5,mG15.5,yes,500,00,0
888.5,mG15.5,yes,500,00,0
889.5,mG15.5,yes,500,00,0
890.5,mG15.5,yes,500,00,0
891.5,mG15.5,yes,500,00,0
892.5,mG15.5,yes,500,00,0
893.5,mG15.5,yes,500,00,0
894.5,mG15.5,yes,500,00,0
895.5,mG15.5,yes,500,00,0
896.5,mG15.5,yes,500,00,0
897.5,mG15.5,yes,500,00,0
898.5,mG15.5,yes,500,00,0
899.5,mG15.5,yes,500,00,0
900.5,mG15.5,yes,500,00,0
901.5,mG15.5,yes,500,00,0
902.5,mG15.5,yes,500,00,0
903.5,mG15.5,yes,500,00,0
904.5,mG15.5,yes,500,00,0
905.5,mG15.5,yes,500,00,0
906.5,mG15.5,yes,500,00,0
907.5,mG15.5,yes,500,00,0
908.5,mG15.5,yes,500,00,0
909.5,mG15.5,yes,500,00,0
910.5,mG15.5,yes,500,00,0
911.5,mG15.5,yes,500,00,0
912.5,mG15.5,yes,500,00,0
913.5,mG15.5,yes,500,00,0
914.5,mG15.5,yes,500,00,0
915.5,mG15.5,yes,500,00,0
916.5,mG15.5,yes,500,00,0
917.5,mG15.5,yes,500,00,0
918.5,mG15.5,yes,500,00,0
919.5,mG15.5,yes,500,00,0
920.5,mG15.5,yes,500,00,0
921.5,mG15.5,yes,500,00,0
922.5,mG15.5,yes,500,00,0
923.5,mG15.5,yes,500,00,0
924.5,mG15.5,yes,500,00,0
925.5,mG15.5,yes,500,00,0
926.5,mG15.5,yes,500,00,0
927.5,mG15.5,yes,500,00,0
928.5,mG15.5,yes,500,00,0
929.5,mG15.5,yes,500,00,0
930.5,mG15.5,yes,500,00,0
931.5,mG15.5,yes,500,00,0
932.5,mG15.5,yes,500,00,0
933.5,mG15.5,yes,500,00,0
934.5,mG15.5,yes,500,00,0
935.5,mG15.5,yes,500,00,0
936.5,mG15.5,yes,500,00,0
937.5,mG15.5,yes,500,00,0
938.5,mG15.5,yes,500,00,0
939.5,mG15.5,yes,500,00,0
940.5,mG15.5,yes,500,00,0
941.5,mG15.5,yes,500,00,0
942.5,mG15.5,yes,500,00,0
943.5,mG15.5,yes,500,00,0
944.5,mG15.5,yes,500,00,0
945.5,mG15.5,yes,500,00,0
946.5,mG15.5,yes,500,00,0
947.5,mG15.5,yes,500,00,0
948.5,mG15.5,yes,500,00,0
949.5,mG15.5,yes,500,00,0
950.5,mG15.5,yes,500,00,0
951.5,mG15.5,yes,500,00,0
952.5,mG15.5,yes,500,00,0
953.5,mG15.5,yes,500,00,0
954.5,mG15.5,yes,500,00,0
955.5,mG15.5,yes,500,00,0
956.5,mG15.5,yes,500,00,0
957.5,mG15.5,yes,500,00,0
958.5,mG15.5,yes,500,00,0
959.5,mG15.5,yes,500,00,0
960.5,mG15.5,yes,500,00,0
961.5,mG15.5,yes,500,00,0
962.5,mG15.5,yes,500,00,0
963.5,mG15.5,yes,500,00,0
964.5,mG15.5,yes,500,00,0
965.5,mG15.5,yes,500,00,0
966.5,mG15.5,yes,500,00,0
967.5,mG15.5,yes,500,00,0
968.5,mG15.5,yes,500,00,0
969.5,mG15.5,yes,500,00,0
970.5,mG15.5,yes,500,00,0
971.5,mG15.5,yes,500,00,0
972.5,mG15.5,yes,500,00,0
973.5,mG15.5,yes,500,00,0
974.5,mG15.5,yes,500,00,0
975.5,mG15.5,yes,500,00,0
976.5,mG15.5,yes,500,00,0
977.5,mG15.5,yes,500,00,0
978.5,mG15.5,yes,500,00,0
979.5,mG15.5,yes,500,00,0
980.5,mG15.5,yes,500,00,0
981.5,mG15.5,yes,500,00,0
982.5,mG15.5,yes,500,00,0
983.5,mG15.5,yes,500,00,0
984.5,mG15.5,yes,500,00,0
985.5,mG15.5,yes,500,00,0
986.5,mG15.5,yes,500,00,0
987.5,mG15.5,yes,500,00,0
988.5,mG15.5,yes,500,00,0
989.5,mG15.5,yes,500,00,0
990.5,mG15.5,yes,500,00,0
991.5,mG15.5,yes,500,00,0
992.5,mG15.5,yes,500,00,0
993.5,mG15.5,yes,500,00,0
994.5,mG15.5,yes,500,00,0
995.5,mG15.5,yes,500,00,0
996.5,mG15.5,yes,500,00,0
997.5,mG15.5,yes,500,00,0
998.5,mG15.5,yes,500,00,0
999.5,mG15.5,yes,500,00,0
0.5,mG15.5,yes,500,01,0
1.5,mG15.5,yes,500,01,0
2.5,mG15.5,yes,500,01,0
3.5,mG15.5,yes,500,01,0
4.5,mG15.5,yes,500,01,0
5.5,mG15.5,yes,500,01,0
6.5,mG15.5,yes,500,01,0
7.5,mG15.5,yes,500,01,0
8.5,mG15.5,yes,500,01,0
9.5,mG15.5,yes,500,01,0
10.5,mG15.5,yes,500,01,0
11.5,mG15.5,yes,500,01,0
12.5,mG15.5,yes,500,01,0
13.5,mG15.5,yes,500,01,0
14.5,mG15.5,yes,500,01,0
15.5,mG15.5,yes,500,01,0
16.5,mG15.5,yes,500,01,0
17.5,mG15.5,yes,500,01,0
18.5,mG15.5,yes,500,01,0
19.5,mG15.5,yes,500,01,0
20.5,mG15.5,yes,500,01,0
21.5,mG15.5,yes,500,01,0
22.5,mG15.5,yes,500,01,0
23.5,mG15.5,yes,500,01,0
24.5,mG15.5,yes,500,01,0
25.5,mG15.5,yes,500,01,0
26.5,mG15.5,yes,500,01,0
27.5,mG15.5,yes,500,01,0
28.5,mG15.5,yes,500,01,0
29.5,mG15.5,yes,500,01,0
30.5,mG15.5,yes,500,01,0
31.5,mG15.5,yes,500,01,0
32.5,mG15.5,yes,500,01,0
33.5,mG15.5,yes,500,01,0
34.5,mG15.5,yes,500,01,0
35.5,mG15.5,yes,500,01,0
36.5,mG15.5,yes,500,01,0
37.5,mG15.5,yes,500,01,0
38.5,mG15.5,yes,500,01,0
39.5,mG15.5,yes,500,01,0
40.5,mG15.5,yes,500,01,0
41.5,mG15.5,yes,500,01,0
42.5,mG15.5,yes,500,01,0
43.5,mG15.5,yes,500,01,0
44.5,mG15.5,yes,500,01,0
45.5,mG15.5,yes,500,01,0
46.5,mG15.5,yes,500,01,0
47.5,mG15.5,yes,500,01,0
48.5,mG15.5,yes,500,01,0
49.5,mG15.5,yes,500,01,0
50.5,mG15.5,yes,500,01,0
51.5,mG15.5,yes,500,01,0
52.5,mG15.5,yes,500,01,0
53.5,mG15.5,yes,500,01,0
54.5,mG15.5,yes,500,01,0
55.5,mG15.5,yes,500,01,0
56.5,mG15.5,yes,500,01,0
57.5,mG15.5,yes,500,01,0
58.5,mG15.5,yes,500,01,0
59.5,mG15.5,yes,500,01,0
60.5,mG15.5,yes,500,01,0
61.5,mG15.5,yes,500,01,0
62.5,mG15.5,yes,500,01,0
63.5,mG15.5,yes,500,01,0
64.5,mG15.5,yes,500,01,0
65.5,mG15.5,yes,500,01,0
66.5,mG15.5,yes,500,01,0
67.5,mG15.5,yes,500,01,0
68.5,mG15.5,yes,500,01,0
69.5,mG15.5,yes,500,01,0
70.5,mG15.5,yes,500,01,0
71.5,mG15.5,yes,500,01,0
72.5,mG15.5,yes,500,01,0
73.5,mG15.5,yes,500,01,0
74.5,mG15.5,yes,500,01,0
75.5,mG15.5,yes,500,01,0
76.5,mG15.5,yes,500,01,0
77.5,mG15.5,yes,500,01,0
78.5,mG15.5,yes,500,01,0
79.5,mG15.5,yes,500,01,0
80.5,mG15.5,yes,500,01,0
81.5,mG15.5,yes,500,01,0
82.5,mG15.5,yes,500,01,0
83.5,mG15.5,yes,500,01,0
84.5,mG15.5,yes,500,01,0
85.5,mG15.5,yes,500,01,0
86.5,mG15.5,yes,500,01,0
87.5,mG15.5,yes,500,01,0
88.5,mG15.5,yes,500,01,0
89.5,mG15.5,yes,500,01,0
90.5,mG15.5,yes,500,01,0
91.5,mG15.5,yes,500,01,0
92.5,mG15.5,yes,500,01,0
93.5,mG15.5,yes,500,01,0
94.5,mG15.5,yes,500,01,0
95.5,mG15.5,yes,500,01,0
96.5,mG15.5,yes,500,01,0
97.5,mG15.5,yes,500,01,0
98.5,mG15.5,yes,500,01,0
99.5,mG15.5,yes,500,01,0
100.5,mG15.5,yes,500,01,0
101.5,mG15.5,yes,500,01,0
102.5,mG15.5,yes,500,01,0
103.5,mG15.5,yes,500,01,0
104.5,mG15.5,yes,500,01,0
105.5,mG15.5,yes,500,01,0
106.5,mG15.5,yes,500,01,0
107.5,mG15.5,yes,500,01,0
108.5,mG15.5,yes,500,01,0
109.5,mG15.5,yes,500,01,0
110.5,mG15.5,yes,500,01,0
111.5,mG15.5,yes,500,01,0
112.5,mG15.5,yes,500,01,0
113.5,mG15.5,yes,500,01,0
114.5,mG15.5,yes,500,01,0
115.5,mG15.5,yes,500,01,0
116.5,mG15.5,yes,500,01,0
117.5,mG15.5,yes,500,01,0
118.5,mG15.5,yes,500,01,0
119.5,mG15.5,yes,500,01,0
120.5,mG15.5,yes,500,01,0
121.5,mG15.5,yes,500,01,0
122.5,mG15.5,yes,500,01,0
123.5,mG15.5,yes,500,01,0
124.5,mG15.5,yes,500,01,0
125.5,mG15.5,yes,500,01,0
126.5,mG15.5,yes,500,01,0
127.5,mG15.5,yes,500,01,0
128.5,mG15.5,yes,500,01,0
129.5,mG15.5,yes,500,01,0
130.5,mG15.5,yes,500,01,0
131.5,mG15.5,yes,500,01,0
132.5,mG15.5,yes,500,01,0
133.5,mG15.5,yes,500,01,0
134.5,mG15.5,yes,500,01,0
135.5,mG15.5,yes,500,01,0
136.5,mG15.5,yes,500,01,0
137.5,mG15.5,yes,500,01,0
138.5,mG15.5,yes,500,01,0
139.5,mG15.5,yes,500,01,0
140.5,mG15.5,yes,500,01,0
141.5,mG15.5,yes,500,01,0
142.5,mG15.5,yes,500,01,0
143.5,mG15.5,yes,500,01,0
144.5,mG15.5,yes,500,01,0
145.5,mG15.5,yes,500,01,0
146.5,mG15.5,yes,500,01,0
147.5,mG15.5,yes,500,01,0
148.5,mG15.5,yes,500,01,0
149.5,mG15.5,yes,500,01,0
150.5,mG15.5,yes,500,01,0
151.5,mG15.5,yes,500,01,0
152.5,mG15.5,yes,500,01,0
153.5,mG15.5,yes,500,01,0
154.5,mG15.5,yes,500,01,0
155.5,mG15.5,yes,500,01,0
156.5,mG15.5,yes,500,01,0
157.5,mG15.5,yes,500,01,0
158.5,mG15.5,yes,500,01,0
159.5,mG15.5,yes,500,01,0
160.5,mG15.5,yes,500,01,0
161.5,mG15.5,yes,500,01,0
162.5,mG15.5,yes,500,01,0
163.5,mG15.5,yes,500,01,0
164.5,mG15.5,yes,500,01,0
165.5,mG15.5,yes,500,01,0
166.5,mG15.5,yes,500,01,0
167.5,mG15.5,yes,500,01,0
168.5,mG15.5,yes,500,01,0
169.5,mG15.5,yes,500,01,0
170.5,mG15.5,yes,500,01,0
171.5,mG15.5,yes,500,01,0
172.5,mG15.5,yes,500,01,0
173.5,mG15.5,yes,500,01,0
174.5,mG15.5,yes,500,01,0
175.5,mG15.5,yes,500,01,0
176.5,mG15.5,yes,500,01,0
177.5,mG15.5,yes,500,01,0
178.5,mG15.5,yes,500,01,0
179.5,mG15.5,yes,500,01,0
180.5,mG15.5,yes,500,01,0
181.5,mG15.5,yes,500,01,0
182.5,mG15.5,yes,500,01,0
183.5,mG15.5,yes,500,01,0
184.5,mG15.5,yes,500,01,0
185.5,mG15.5,yes,500,01,0
186.5,mG15.5,yes,500,01,0
187.5,mG15.5,yes,500,01,0
188.5,mG15.5,yes,500,01,0
189.5,mG15.5,yes,500,01,0
190.5,mG15.5,yes,500,01,0
191.5,mG15.5,yes,500,01,0
192.5,mG15.5,yes,500,01,0
193.5,mG15.5,yes,500,01,0
194.5,mG15.5,yes,500,01,0
195.5,mG15.5,yes,500,01,0
196.5,mG15.5,yes,500,01,0
197.5,mG15.5,yes,500,01,0
198.5,mG15.5,yes,500,01,0
199.5,mG15.5,yes,500,01,0
200.5,mG15.5,yes,500,01,0
201.5,mG15.5,yes,500,01,0
202.5,mG15.5,yes,500,01,0
203.5,mG15.5,yes,500,01,0
204.5,mG15.5,yes,500,01,0
205.5,mG15.5,yes,500,01,0
206.5,mG15.5,yes,500,01,0
207.5,mG15.5,yes,500,01,0
208.5,mG15.5,yes,500,01,0
209.5,mG15.5,yes,500,01,0
210.5,mG15.5,yes,500,01,0
211.5,mG15.5,yes,500,01,0
212.5,mG15.5,yes,500,01,0
213.5,mG15.5,yes,500,01,0
214.5,mG15.5,yes,500,01,0
215.5,mG15.5,yes,500,01,0
216.5,mG15.5,yes,500,01,0
217.5,mG15.5,yes,500,01,0
218.5,mG15.5,yes,500,01,0
219.5,mG15.5,yes,500,01,0
220.5,mG15.5,yes,500,01,0
221.5,mG15.5,yes,500,01,0
222.5,mG15.5,yes,500,01,0
223.5,mG15.5,yes,500,01,0
224.5,mG15.5,yes,500,01,0
225.5,mG15.5,yes,500,01,0
226.5,mG15.5,yes,500,01,0
227.5,mG15.5,yes,500,01,0
228.5,mG15.5,yes,500,01,0
229.5,mG15.5,yes,500,01,0
230.5,mG15.5,yes,500,01,0
231.5,mG15.5,yes,500,01,0
232.5,mG15.5,yes,500,01,0
233.5,mG15.5,yes,500,01,0
234.5,mG15.5,yes,500,01,0
235.5,mG15.5,yes,500,01,0
236.5,mG15.5,yes,500,01,0
237.5,mG15.5,yes,500,01,0
238.5,mG15.5,yes,500,01,0
239.5,mG15.5,yes,500,01,0
240.5,mG15.5,yes,500,01,0
241.5,mG15.5,yes,500,01,0
242.5,mG15.5,yes,500,01,0
243.5,mG15.5,yes,500,01,0
244.5,mG15.5,yes,500,01,0
245.5,mG15.5,yes,500,01,0
246.5,mG15.5,yes,500,01,0
247.5,mG15.5,yes,500,01,0
248.5,mG15.5,yes,500,01,0
249.5,mG15.5,yes,500,01,0
250.5,mG15.5,yes,500,01,0
251.5,mG15.5,yes,500,01,0
252.5,mG15.5,yes,500,01,0
253.5,mG15.5,yes,500,01,0
254.5,mG15.5,yes,500,01,0
255.5,mG15.5,yes,500,01,0
256.5,mG15.5,yes,500,01,0
257.5,mG15.5,yes,500,01,0
258.5,mG15.5,yes,500,01,0
259.5,mG15.5,yes,500,01,0
260.5,mG15.5,yes,500,01,0
261.5,mG15.5,yes,500,01,0
262.5,mG15.5,yes,500,01,0
263.5,mG15.5,yes,500,01,0
264.5,mG15.5,yes,500,01,0
265.5,mG15.5,yes,500,01,0
266.5,mG15.5,yes,500,01,0
267.5,mG15.5,yes,500,01,0
268.5,mG15.5,yes,500,01,0
269.5,mG15.5,yes,500,01,0
270.5,mG15.5,yes,500,01,0
271.5,mG15.5,yes,500,01,0
272.5,mG15.5,yes,500,01,0
273.5,mG15.5,yes,500,01,0
274.5,mG15.5,yes,500,01,0
275.5,mG15.5,yes,500,01,0
276.5,mG15.5,yes,500,01,0
277.5,mG15.5,yes,500,01,0
278.5,mG15.5,yes,500,01,0
279.5,mG15.5,yes,500,01,0
280.5,mG15.5,yes,500,01,0
281.5,mG15.5,yes,500,01,0
282.5,mG15.5,yes,500,01,0
283.5,mG15.5,yes,500,01,0
284.5,mG15.5,yes,500,01,0
285.5,mG15.5,yes,500,01,0
286.5,mG15.5,yes,500,01,0
287.5,mG15.5,yes,500,01,0
288.5,mG15.5,yes,500,01,0
289.5,mG15.5,yes,500,01,0
290.5,mG15.5,yes,500,01,0
291.5,mG15.5,yes,500,01,0
292.5,mG15.5,yes,500,01,0
293.5,mG15.5,yes,500,01,0
294.5,mG15.5,yes,500,01,0
295.5,mG15.5,yes,500,01,0
296.5,mG15.5,yes,500,01,0
297.5,mG15.5,yes,500,01,0
298.5,mG15.5,yes,500,01,0
299.5,mG15.5,yes,500,01,0
300.5,mG15.5,yes,500,01,0
301.5,mG15.5,yes,500,01,0
302.5,mG15.5,yes,500,01,0
303.5,mG15.5,yes,500,01,0
304.5,mG15.5,yes,500,01,0
305.5,mG15.5,yes,500,01,0
306.5,mG15.5,yes,500,01,0
307.5,mG15.5,yes,500,01,0
308.5,mG15.5,yes,500,01,0
309.5,mG15.5,yes,500,01,0
310.5,mG15.5,yes,500,01,0
311.5,mG15.5,yes,500,01,0
312.5,mG15.5,yes,500,01,0
313.5,mG15.5,yes,500,01,0
314.5,mG15.5,yes,500,01,0
315.5,mG15.5,yes,500,01,0
316.5,mG15.5,yes,500,01,0
317.5,mG15.5,yes,500,01,0
318.5,mG15.5,yes,500,01,0
319.5,mG15.5,yes,500,01,0
320.5,mG15.5,yes,500,01,0
321.5,mG15.5,yes,500,01,0
322.5,mG15.5,yes,500,01,0
323.5,mG15.5,yes,500,01,0
324.5,mG15.5,yes,500,01,0
325.5,mG15.5,yes,500,01,0
326.5,mG15.5,yes,500,01,0
327.5,mG15.5,yes,500,01,0
328.5,mG15.5,yes,500,01,0
329.5,mG15.5,yes,500,01,0
330.5,mG15.5,yes,500,01,0
331.5,mG15.5,yes,500,01,0
332.5,mG15.5,yes,500,01,0
333.5,mG15.5,yes,500,01,0
334.5,mG15.5,yes,500,01,0
335.5,mG15.5,yes,500,01,0
336.5,mG15.5,yes,500,01,0
337.5,mG15.5,yes,500,01,0
338.5,mG15.5,yes,500,01,0
339.5,mG15.5,yes,500,01,0
340.5,mG15.5,yes,500,01,0
341.5,mG15.5,yes,500,01,0
342.5,mG15.5,yes,500,01,0
343.5,mG15.5,yes,500,01,0
344.5,mG15.5,yes,500,01,0
345.5,mG15.5,yes,500,01,0
346.5,mG15.5,yes,500,01,0
347.5,mG15.5,yes,500,01,0
348.5,mG15.5,yes,500,01,0
349.5,mG15.5,yes,500,01,0
350.5,mG15.5,yes,500,01,0
351.5,mG15.5,yes,500,01,0
352.5,mG15.5,yes,500,01,0
353.5,mG15.5,yes,500,01,0
354.5,mG15.5,yes,500,01,0
355.5,mG15.5,yes,500,01,0
356.5,mG15.5,yes,500,01,0
357.5,mG15.5,yes,500,01,0
358.5,mG15.5,yes,500,01,0
359.5,mG15.5,yes,500,01,0
360.5,mG15.5,yes,500,01,0
361.5,mG15.5,yes,500,01,0
362.5,mG15.5,yes,500,01,0
363.5,mG15.5,yes,500,01,0
364.5,mG15.5,yes,500,01,0
365.5,mG15.5,yes,500,01,0
366.5,mG15.5,yes,500,01,0
367.5,mG15.5,yes,500,01,0
368.5,mG15.5,yes,500,01,0
369.5,mG15.5,yes,500,01,0
370.5,mG15.5,yes,500,01,0
371.5,mG15.5,yes,500,01,0
372.5,mG15.5,yes,500,01,0
373.5,mG15.5,yes,500,01,0
374.5,mG15.5,yes,500,01,0
375.5,mG15.5,yes,500,01,0
376.5,mG15.5,yes,500,01,0
377.5,mG15.5,yes,500,01,0
378.5,mG15.5,yes,500,01,0
379.5,mG15.5,yes,500,01,0
380.5,mG15.5,yes,500,01,0
381.5,mG15.5,yes,500,01,0
382.5,mG15.5,yes,500,01,0
383.5,mG15.5,yes,500,01,0
384.5,mG15.5,yes,500,01,0
385.5,mG15.5,yes,500,01,0
386.5,mG15.5,yes,500,01,0
387.5,mG15.5,yes,500,01,0
388.5,mG15.5,yes,500,01,0
389.5,mG15.5,yes,500,01,0
390.5,mG15.5,yes,500,01,0
391.5,mG15.5,yes,500,01,0
392.5,mG15.5,yes,500,01,0
393.5,mG15.5,yes,500,01,0
394.5,mG15.5,yes,500,01,0
395.5,mG15.5,yes,500,01,0
396.5,mG15.5,yes,500,01,0
397.5,mG15.5,yes,500,01,0
398.5,mG15.5,yes,500,01,0
399.5,mG15.5,yes,500,01,0
400.5,mG15.5,yes,500,01,0
401.5,mG15.5,yes,500,01,0
402.5,mG15.5,yes,500,01,0
403.5,mG15.5,yes,500,01,0
404.5,mG15.5,yes,500,01,0
405.5,mG15.5,yes,500,01,0
406.5,mG15.5,yes,500,01,0
407.5,mG15.5,yes,500,01,0
408.5,mG15.5,yes,500,01,0
409.5,mG15.5,yes,500,01,0
410.5,mG15.5,yes,500,01,0
411.5,mG15.5,yes,500,01,0
412.5,mG15.5,yes,500,01,0
413.5,mG15.5,yes,500,01,0
414.5,mG15.5,yes,500,01,0
415.5,mG15.5,yes,500,01,0
416.5,mG15.5,yes,500,01,0
417.5,mG15.5,yes,500,01,0
418.5,mG15.5,yes,500,01,0
419.5,mG15.5,yes,500,01,0
420.5,mG15.5,yes,500,01,0
421.5,mG15.5,yes,500,01,0
422.5,mG15.5,yes,500,01,0
423.5,mG15.5,yes,500,01,0
424.5,mG15.5,yes,500,01,0
425.5,mG15.5,yes,500,01,0
426.5,mG15.5,yes,500,01,0
427.5,mG15.5,yes,500,01,0
428.5,mG15.5,yes,500,01,0
429.5,mG15.5,yes,500,01,0
430.5,mG15.5,yes,500,01,0
431.5,mG15.5,yes,500,01,0
432.5,mG15.5,yes,500,01,0
433.5,mG15.5,yes,500,01,0
434.5,mG15.5,yes,500,01,0
435.5,mG15.5,yes,500,01,0
436.5,mG15.5,yes,500,01,0
437.5,mG15.5,yes,500,01,0
438.5,mG15.5,yes,500,01,0
439.5,mG15.5,yes,500,01,0
440.5,mG15.5,yes,500,01,0
441.5,mG15.5,yes,500,01,0
442.5,mG15.5,yes,500,01,0
443.5,mG15.5,yes,500,01,0
444.5,mG15.5,yes,500,01,0
445.5,mG15.5,yes,500,01,0
446.5,mG15.5,yes,500,01,0
447.5,mG15.5,yes,500,01,0
448.5,mG15.5,yes,500,01,0
449.5,mG15.5,yes,500,01,0
450.5,mG15.5,yes,500,01,0
451.5,mG15.5,yes,500,01,0
452.5,mG15.5,yes,500,01,0
453.5,mG15.5,yes,500,01,0
454.5,mG15.5,yes,500,01,0
455.5,mG15.5,yes,500,01,0
456.5,mG15.5,yes,500,01,0
457.5,mG15.5,yes,500,01,0
458.5,mG15.5,yes,500,01,0
459.5,mG15.5,yes,500,01,0
460.5,mG15.5,yes,500,01,0
461.5,mG15.5,yes,500,01,0
462.5,mG15.5,yes,500,01,0
463.5,mG15.5,yes,500,01,0
464.5,mG15.5,yes,500,01,0
