particle_size,sample,filter,dilution_factor,tech_rep,values
886.5,200,yes,125,02,0
887.5,200,yes,125,02,0
888.5,200,yes,125,02,0
889.5,200,yes,125,02,0
890.5,200,yes,125,02,0
891.5,200,yes,125,02,0
892.5,200,yes,125,02,0
893.5,200,yes,125,02,0
894.5,200,yes,125,02,0
895.5,200,yes,125,02,0
896.5,200,yes,125,02,0
897.5,200,yes,125,02,0
898.5,200,yes,125,02,0
899.5,200,yes,125,02,0
900.5,200,yes,125,02,0
901.5,200,yes,125,02,0
902.5,200,yes,125,02,0
903.5,200,yes,125,02,0
904.5,200,yes,125,02,0
905.5,200,yes,125,02,0
906.5,200,yes,125,02,0
907.5,200,yes,125,02,0
908.5,200,yes,125,02,0
909.5,200,yes,125,02,0
910.5,200,yes,125,02,0
911.5,200,yes,125,02,0
912.5,200,yes,125,02,0
913.5,200,yes,125,02,0
914.5,200,yes,125,02,0
915.5,200,yes,125,02,0
916.5,200,yes,125,02,0
917.5,200,yes,125,02,0
918.5,200,yes,125,02,0
919.5,200,yes,125,02,0
920.5,200,yes,125,02,0
921.5,200,yes,125,02,0
922.5,200,yes,125,02,0
923.5,200,yes,125,02,0
924.5,200,yes,125,02,0
925.5,200,yes,125,02,0
926.5,200,yes,125,02,0
927.5,200,yes,125,02,0
928.5,200,yes,125,02,0
929.5,200,yes,125,02,0
930.5,200,yes,125,02,0
931.5,200,yes,125,02,0
932.5,200,yes,125,02,0
933.5,200,yes,125,02,0
934.5,200,yes,125,02,0
935.5,200,yes,125,02,0
936.5,200,yes,125,02,0
937.5,200,yes,125,02,0
938.5,200,yes,125,02,0
939.5,200,yes,125,02,0
940.5,200,yes,125,02,0
941.5,200,yes,125,02,0
942.5,200,yes,125,02,0
943.5,200,yes,125,02,0
944.5,200,yes,125,02,0
945.5,200,yes,125,02,0
946.5,200,yes,125,02,0
947.5,200,yes,125,02,0
948.5,200,yes,125,02,0
949.5,200,yes,125,02,0
950.5,200,yes,125,02,0
951.5,200,yes,125,02,0
952.5,200,yes,125,02,0
953.5,200,yes,125,02,0
954.5,200,yes,125,02,0
955.5,200,yes,125,02,0
956.5,200,yes,125,02,0
957.5,200,yes,125,02,0
958.5,200,yes,125,02,0
959.5,200,yes,125,02,0
960.5,200,yes,125,02,0
961.5,200,yes,125,02,0
962.5,200,yes,125,02,0
963.5,200,yes,125,02,0
964.5,200,yes,125,02,0
965.5,200,yes,125,02,0
966.5,200,yes,125,02,0
967.5,200,yes,125,02,0
968.5,200,yes,125,02,0
969.5,200,yes,125,02,0
970.5,200,yes,125,02,0
971.5,200,yes,125,02,0
972.5,200,yes,125,02,0
973.5,200,yes,125,02,0
974.5,200,yes,125,02,0
975.5,200,yes,125,02,0
976.5,200,yes,125,02,0
977.5,200,yes,125,02,0
978.5,200,yes,125,02,0
979.5,200,yes,125,02,0
980.5,200,yes,125,02,0
981.5,200,yes,125,02,0
982.5,200,yes,125,02,0
983.5,200,yes,125,02,0
984.5,200,yes,125,02,0
985.5,200,yes,125,02,0
986.5,200,yes,125,02,0
987.5,200,yes,125,02,0
988.5,200,yes,125,02,0
989.5,200,yes,125,02,0
990.5,200,yes,125,02,0
991.5,200,yes,125,02,0
992.5,200,yes,125,02,0
993.5,200,yes,125,02,0
994.5,200,yes,125,02,0
995.5,200,yes,125,02,0
996.5,200,yes,125,02,0
997.5,200,yes,125,02,0
998.5,200,yes,125,02,0
999.5,200,yes,125,02,0
0.5,200,no,125,00,0
1.5,200,no,125,00,0
2.5,200,no,125,00,0
3.5,200,no,125,00,0
4.5,200,no,125,00,0
5.5,200,no,125,00,0
6.5,200,no,125,00,0
7.5,200,no,125,00,0
8.5,200,no,125,00,0
9.5,200,no,125,00,0
10.5,200,no,125,00,0
11.5,200,no,125,00,0
12.5,200,no,125,00,0
13.5,200,no,125,00,0
14.5,200,no,125,00,0
15.5,200,no,125,00,0
16.5,200,no,125,00,0
17.5,200,no,125,00,0
18.5,200,no,125,00,0
19.5,200,no,125,00,0
20.5,200,no,125,00,0
21.5,200,no,125,00,0
22.5,200,no,125,00,0
23.5,200,no,125,00,0
24.5,200,no,125,00,0
25.5,200,no,125,00,0
26.5,200,no,125,00,0
27.5,200,no,125,00,0
28.5,200,no,125,00,0
29.5,200,no,125,00,0
30.5,200,no,125,00,0
31.5,200,no,125,00,0
32.5,200,no,125,00,0
33.5,200,no,125,00,0
34.5,200,no,125,00,0
35.5,200,no,125,00,0
36.5,200,no,125,00,0
37.5,200,no,125,00,0
38.5,200,no,125,00,0
39.5,200,no,125,00,0
40.5,200,no,125,00,0
41.5,200,no,125,00,0
42.5,200,no,125,00,0
43.5,200,no,125,00,0
44.5,200,no,125,00,0
45.5,200,no,125,00,0
46.5,200,no,125,00,0
47.5,200,no,125,00,0
48.5,200,no,125,00,0
49.5,200,no,125,00,0
50.5,200,no,125,00,0
51.5,200,no,125,00,0
52.5,200,no,125,00,0
53.5,200,no,125,00,0
54.5,200,no,125,00,0
55.5,200,no,125,00,0
56.5,200,no,125,00,0
57.5,200,no,125,00,1
58.5,200,no,125,00,2
59.5,200,no,125,00,4
60.5,200,no,125,00,7
61.5,200,no,125,00,11
62.5,200,no,125,00,17
63.5,200,no,125,00,27
64.5,200,no,125,00,44
65.5,200,no,125,00,68
66.5,200,no,125,00,107
67.5,200,no,125,00,165
68.5,200,no,125,00,253
69.5,200,no,125,00,383
70.5,200,no,125,00,574
71.5,200,no,125,00,848
72.5,200,no,125,00,1234
73.5,200,no,125,00,1766
74.5,200,no,125,00,2481
75.5,200,no,125,00,3417
76.5,200,no,125,00,4605
77.5,200,no,125,00,6066
78.5,200,no,125,00,7801
79.5,200,no,125,00,9786
80.5,200,no,125,00,11966
81.5,200,no,125,00,14256
82.5,200,no,125,00,16546
83.5,200,no,125,00,18714
84.5,200,no,125,00,20635
85.5,200,no,125,00,22201
86.5,200,no,125,00,23331
87.5,200,no,125,00,23982
88.5,200,no,125,00,24151
89.5,200,no,125,00,23873
90.5,200,no,125,00,23210
91.5,200,no,125,00,22244
92.5,200,no,125,00,21064
93.5,200,no,125,00,19756
94.5,200,no,125,00,18398
95.5,200,no,125,00,17054
96.5,200,no,125,00,15772
97.5,200,no,125,00,14587
98.5,200,no,125,00,13521
99.5,200,no,125,00,12585
100.5,200,no,125,00,11784
101.5,200,no,125,00,11118
102.5,200,no,125,00,10582
103.5,200,no,125,00,10173
104.5,200,no,125,00,9887
105.5,200,no,125,00,9718
106.5,200,no,125,00,9665
107.5,200,no,125,00,9729
108.5,200,no,125,00,9910
109.5,200,no,125,00,10214
110.5,200,no,125,00,10649
111.5,200,no,125,00,11224
112.5,200,no,125,00,11954
113.5,200,no,125,00,12856
114.5,200,no,125,00,13952
115.5,200,no,125,00,15266
116.5,200,no,125,00,16829
117.5,200,no,125,00,18673
118.5,200,no,125,00,20837
119.5,200,no,125,00,23362
120.5,200,no,125,00,26293
121.5,200,no,125,00,29676
122.5,200,no,125,00,33560
123.5,200,no,125,00,37991
124.5,200,no,125,00,43013
125.5,200,no,125,00,48665
126.5,200,no,125,00,54976
127.5,200,no,125,00,61965
128.5,200,no,125,00,69640
129.5,200,no,125,00,77991
130.5,200,no,125,00,86993
131.5,200,no,125,00,96608
132.5,200,no,125,00,106781
133.5,200,no,125,00,117449
134.5,200,no,125,00,128539
135.5,200,no,125,00,139979
136.5,200,no,125,00,151699
137.5,200,no,125,00,163640
138.5,200,no,125,00,175755
139.5,200,no,125,00,188019
140.5,200,no,125,00,200430
141.5,200,no,125,00,213010
142.5,200,no,125,00,225811
143.5,200,no,125,00,238909
144.5,200,no,125,00,252409
145.5,200,no,125,00,266442
146.5,200,no,125,00,281163
147.5,200,no,125,00,296750
148.5,200,no,125,00,313403
149.5,200,no,125,00,331341
150.5,200,no,125,00,350804
151.5,200,no,125,00,372049
152.5,200,no,125,00,395350
153.5,200,no,125,00,421000
154.5,200,no,125,00,449306
155.5,200,no,125,00,480586
156.5,200,no,125,00,515173
157.5,200,no,125,00,553404
158.5,200,no,125,00,595620
159.5,200,no,125,00,642154
160.5,200,no,125,00,693327
161.5,200,no,125,00,749432
162.5,200,no,125,00,810726
163.5,200,no,125,00,877410
164.5,200,no,125,00,949611
165.5,200,no,125,00,1027366
166.5,200,no,125,00,1110602
167.5,200,no,125,00,1199110
168.5,200,no,125,00,1292534
169.5,200,no,125,00,1390347
170.5,200,no,125,00,1491847
171.5,200,no,125,00,1596140
172.5,200,no,125,00,1702151
173.5,200,no,125,00,1808625
174.5,200,no,125,00,1914151
175.5,200,no,125,00,2017186
176.5,200,no,125,00,2116096
177.5,200,no,125,00,2209201
178.5,200,no,125,00,2294828
179.5,200,no,125,00,2371372
180.5,200,no,125,00,2437352
181.5,200,no,125,00,2491466
182.5,200,no,125,00,2532649
183.5,200,no,125,00,2560110
184.5,200,no,125,00,2573366
185.5,200,no,125,00,2572260
186.5,200,no,125,00,2556960
187.5,200,no,125,00,2527953
188.5,200,no,125,00,2486017
189.5,200,no,125,00,2432185
190.5,200,no,125,00,2367698
191.5,200,no,125,00,2293953
192.5,200,no,125,00,2212451
193.5,200,no,125,00,2124740
194.5,200,no,125,00,2032364
195.5,200,no,125,00,1936820
196.5,200,no,125,00,1839516
197.5,200,no,125,00,1741744
198.5,200,no,125,00,1644654
199.5,200,no,125,00,1549247
200.5,200,no,125,00,1456362
201.5,200,no,125,00,1366681
202.5,200,no,125,00,1280734
203.5,200,no,125,00,1198910
204.5,200,no,125,00,1121469
205.5,200,no,125,00,1048558
206.5,200,no,125,00,980229
207.5,200,no,125,00,916448
208.5,200,no,125,00,857120
209.5,200,no,125,00,802094
210.5,200,no,125,00,751180
211.5,200,no,125,00,704161
212.5,200,no,125,00,660799
213.5,200,no,125,00,620847
214.5,200,no,125,00,584051
215.5,200,no,125,00,550159
216.5,200,no,125,00,518922
217.5,200,no,125,00,490098
218.5,200,no,125,00,463457
219.5,200,no,125,00,438778
220.5,200,no,125,00,415851
221.5,200,no,125,00,394480
222.5,200,no,125,00,374483
223.5,200,no,125,00,355689
224.5,200,no,125,00,337941
225.5,200,no,125,00,321096
226.5,200,no,125,00,305025
227.5,200,no,125,00,289610
228.5,200,no,125,00,274750
229.5,200,no,125,00,260355
230.5,200,no,125,00,246350
231.5,200,no,125,00,232674
232.5,200,no,125,00,219279
233.5,200,no,125,00,206132
234.5,200,no,125,00,193213
235.5,200,no,125,00,180514
236.5,200,no,125,00,168039
237.5,200,no,125,00,155805
238.5,200,no,125,00,143837
239.5,200,no,125,00,132167
240.5,200,no,125,00,120836
241.5,200,no,125,00,109886
242.5,200,no,125,00,99364
243.5,200,no,125,00,89313
244.5,200,no,125,00,79778
245.5,200,no,125,00,70795
246.5,200,no,125,00,62397
247.5,200,no,125,00,54609
248.5,200,no,125,00,47446
249.5,200,no,125,00,40914
250.5,200,no,125,00,35011
251.5,200,no,125,00,29726
252.5,200,no,125,00,25036
253.5,200,no,125,00,20915
254.5,200,no,125,00,17328
255.5,200,no,125,00,14236
256.5,200,no,125,00,11598
257.5,200,no,125,00,9368
258.5,200,no,125,00,7503
259.5,200,no,125,00,5957
260.5,200,no,125,00,4690
261.5,200,no,125,00,3661
262.5,200,no,125,00,2833
263.5,200,no,125,00,2174
264.5,200,no,125,00,1654
265.5,200,no,125,00,1248
266.5,200,no,125,00,934
267.5,200,no,125,00,694
268.5,200,no,125,00,511
269.5,200,no,125,00,373
270.5,200,no,125,00,271
271.5,200,no,125,00,195
272.5,200,no,125,00,139
273.5,200,no,125,00,99
274.5,200,no,125,00,70
275.5,200,no,125,00,49
276.5,200,no,125,00,34
277.5,200,no,125,00,24
278.5,200,no,125,00,16
279.5,200,no,125,00,11
280.5,200,no,125,00,8
281.5,200,no,125,00,5
282.5,200,no,125,00,3
283.5,200,no,125,00,2
284.5,200,no,125,00,2
285.5,200,no,125,00,1
286.5,200,no,125,00,0
287.5,200,no,125,00,0
288.5,200,no,125,00,0
289.5,200,no,125,00,0
290.5,200,no,125,00,0
291.5,200,no,125,00,0
292.5,200,no,125,00,0
293.5,200,no,125,00,0
294.5,200,no,125,00,0
295.5,200,no,125,00,0
296.5,200,no,125,00,0
297.5,200,no,125,00,0
298.5,200,no,125,00,0
299.5,200,no,125,00,0
300.5,200,no,125,00,0
301.5,200,no,125,00,0
302.5,200,no,125,00,0
303.5,200,no,125,00,0
304.5,200,no,125,00,0
305.5,200,no,125,00,0
306.5,200,no,125,00,0
307.5,200,no,125,00,0
308.5,200,no,125,00,0
309.5,200,no,125,00,0
310.5,200,no,125,00,0
311.5,200,no,125,00,0
312.5,200,no,125,00,0
313.5,200,no,125,00,0
314.5,200,no,125,00,0
315.5,200,no,125,00,0
316.5,200,no,125,00,0
317.5,200,no,125,00,0
318.5,200,no,125,00,0
319.5,200,no,125,00,0
320.5,200,no,125,00,0
321.5,200,no,125,00,0
322.5,200,no,125,00,0
323.5,200,no,125,00,0
324.5,200,no,125,00,0
325.5,200,no,125,00,0
326.5,200,no,125,00,0
327.5,200,no,125,00,0
328.5,200,no,125,00,0
329.5,200,no,125,00,0
330.5,200,no,125,00,0
331.5,200,no,125,00,0
332.5,200,no,125,00,0
333.5,200,no,125,00,0
334.5,200,no,125,00,0
335.5,200,no,125,00,0
336.5,200,no,125,00,0
337.5,200,no,125,00,0
338.5,200,no,125,00,0
339.5,200,no,125,00,0
340.5,200,no,125,00,0
341.5,200,no,125,00,0
342.5,200,no,125,00,0
343.5,200,no,125,00,0
344.5,200,no,125,00,0
345.5,200,no,125,00,0
346.5,200,no,125,00,0
347.5,200,no,125,00,0
348.5,200,no,125,00,0
349.5,200,no,125,00,0
350.5,200,no,125,00,0
351.5,200,no,125,00,0
352.5,200,no,125,00,0
353.5,200,no,125,00,0
354.5,200,no,125,00,0
355.5,200,no,125,00,0
356.5,200,no,125,00,0
357.5,200,no,125,00,0
358.5,200,no,125,00,0
359.5,200,no,125,00,0
360.5,200,no,125,00,0
361.5,200,no,125,00,0
362.5,200,no,125,00,0
363.5,200,no,125,00,0
364.5,200,no,125,00,0
365.5,200,no,125,00,0
366.5,200,no,125,00,0
367.5,200,no,125,00,0
368.5,200,no,125,00,0
369.5,200,no,125,00,0
370.5,200,no,125,00,0
371.5,200,no,125,00,0
372.5,200,no,125,00,0
373.5,200,no,125,00,0
374.5,200,no,125,00,0
375.5,200,no,125,00,0
376.5,200,no,125,00,0
377.5,200,no,125,00,0
378.5,200,no,125,00,0
379.5,200,no,125,00,0
380.5,200,no,125,00,0
381.5,200,no,125,00,0
382.5,200,no,125,00,0
383.5,200,no,125,00,0
384.5,200,no,125,00,0
385.5,200,no,125,00,0
386.5,200,no,125,00,0
387.5,200,no,125,00,0
388.5,200,no,125,00,0
389.5,200,no,125,00,0
390.5,200,no,125,00,0
391.5,200,no,125,00,0
392.5,200,no,125,00,0
393.5,200,no,125,00,0
394.5,200,no,125,00,0
395.5,200,no,125,00,0
396.5,200,no,125,00,0
397.5,200,no,125,00,0
398.5,200,no,125,00,0
399.5,200,no,125,00,0
400.5,200,no,125,00,0
401.5,200,no,125,00,0
402.5,200,no,125,00,0
403.5,200,no,125,00,0
404.5,200,no,125,00,0
405.5,200,no,125,00,0
406.5,200,no,125,00,0
407.5,200,no,125,00,0
408.5,200,no,125,00,0
409.5,200,no,125,00,0
410.5,200,no,125,00,0
411.5,200,no,125,00,0
412.5,200,no,125,00,0
413.5,200,no,125,00,0
414.5,200,no,125,00,0
415.5,200,no,125,00,0
416.5,200,no,125,00,0
417.5,200,no,125,00,0
418.5,200,no,125,00,0
419.5,200,no,125,00,0
420.5,200,no,125,00,0
421.5,200,no,125,00,0
422.5,200,no,125,00,0
423.5,200,no,125,00,0
424.5,200,no,125,00,0
425.5,200,no,125,00,0
426.5,200,no,125,00,0
427.5,200,no,125,00,0
428.5,200,no,125,00,0
429.5,200,no,125,00,0
430.5,200,no,125,00,0
431.5,200,no,125,00,0
432.5,200,no,125,00,0
433.5,200,no,125,00,0
434.5,200,no,125,00,0
435.5,200,no,125,00,0
436.5,200,no,125,00,0
437.5,200,no,125,00,0
438.5,200,no,125,00,0
439.5,200,no,125,00,0
440.5,200,no,125,00,0
441.5,200,no,125,00,0
442.5,200,no,125,00,0
443.5,200,no,125,00,0
444.5,200,no,125,00,0
445.5,200,no,125,00,0
446.5,200,no,125,00,0
447.5,200,no,125,00,0
448.5,200,no,125,00,0
449.5,200,no,125,00,0
450.5,200,no,125,00,0
451.5,200,no,125,00,0
452.5,200,no,125,00,0
453.5,200,no,125,00,0
454.5,200,no,125,00,0
455.5,200,no,125,00,0
456.5,200,no,125,00,0
457.5,200,no,125,00,0
458.5,200,no,125,00,0
459.5,200,no,125,00,0
460.5,200,no,125,00,0
461.5,200,no,125,00,0
462.5,200,no,125,00,0
463.5,200,no,125,00,0
464.5,200,no,125,00,0
465.5,200,no,125,00,0
466.5,200,no,125,00,0
467.5,200,no,125,00,0
468.5,200,no,125,00,0
469.5,200,no,125,00,0
470.5,200,no,125,00,0
471.5,200,no,125,00,0
472.5,200,no,125,00,0
473.5,200,no,125,00,0
474.5,200,no,125,00,0
475.5,200,no,125,00,0
476.5,200,no,125,00,0
477.5,200,no,125,00,0
478.5,200,no,125,00,0
479.5,200,no,125,00,0
480.5,200,no,125,00,0
481.5,200,no,125,00,0
482.5,200,no,125,00,0
483.5,200,no,125,00,0
484.5,200,no,125,00,0
485.5,200,no,125,00,0
486.5,200,no,125,00,0
487.5,200,no,125,00,0
488.5,200,no,125,00,0
489.5,200,no,125,00,0
490.5,200,no,125,00,0
491.5,200,no,125,00,0
492.5,200,no,125,00,0
493.5,200,no,125,00,0
494.5,200,no,125,00,0
495.5,200,no,125,00,0
496.5,200,no,125,00,0
497.5,200,no,125,00,0
498.5,200,no,125,00,0
499.5,200,no,125,00,0
500.5,200,no,125,00,0
501.5,200,no,125,00,0
502.5,200,no,125,00,0
503.5,200,no,125,00,0
504.5,200,no,125,00,0
505.5,200,no,125,00,0
506.5,200,no,125,00,0
507.5,200,no,125,00,0
508.5,200,no,125,00,0
509.5,200,no,125,00,0
510.5,200,no,125,00,0
511.5,200,no,125,00,0
512.5,200,no,125,00,0
513.5,200,no,125,00,0
514.5,200,no,125,00,0
515.5,200,no,125,00,0
516.5,200,no,125,00,0
517.5,200,no,125,00,0
518.5,200,no,125,00,0
519.5,200,no,125,00,0
520.5,200,no,125,00,0
521.5,200,no,125,00,0
522.5,200,no,125,00,0
523.5,200,no,125,00,0
524.5,200,no,125,00,0
525.5,200,no,125,00,0
526.5,200,no,125,00,0
527.5,200,no,125,00,0
528.5,200,no,125,00,0
529.5,200,no,125,00,0
530.5,200,no,125,00,0
531.5,200,no,125,00,0
532.5,200,no,125,00,0
533.5,200,no,125,00,0
534.5,200,no,125,00,0
535.5,200,no,125,00,0
536.5,200,no,125,00,0
537.5,200,no,125,00,0
538.5,200,no,125,00,0
539.5,200,no,125,00,0
540.5,200,no,125,00,0
541.5,200,no,125,00,0
542.5,200,no,125,00,0
543.5,200,no,125,00,0
544.5,200,no,125,00,0
545.5,200,no,125,00,0
546.5,200,no,125,00,0
547.5,200,no,125,00,0
548.5,200,no,125,00,0
549.5,200,no,125,00,0
550.5,200,no,125,00,0
551.5,200,no,125,00,0
552.5,200,no,125,00,0
553.5,200,no,125,00,0
554.5,200,no,125,00,0
555.5,200,no,125,00,0
556.5,200,no,125,00,0
557.5,200,no,125,00,0
558.5,200,no,125,00,0
559.5,200,no,125,00,0
560.5,200,no,125,00,0
561.5,200,no,125,00,0
562.5,200,no,125,00,0
563.5,200,no,125,00,0
564.5,200,no,125,00,0
565.5,200,no,125,00,0
566.5,200,no,125,00,0
567.5,200,no,125,00,0
568.5,200,no,125,00,0
569.5,200,no,125,00,0
570.5,200,no,125,00,0
571.5,200,no,125,00,0
572.5,200,no,125,00,0
573.5,200,no,125,00,0
574.5,200,no,125,00,0
575.5,200,no,125,00,0
576.5,200,no,125,00,0
577.5,200,no,125,00,0
578.5,200,no,125,00,0
579.5,200,no,125,00,0
580.5,200,no,125,00,0
581.5,200,no,125,00,0
582.5,200,no,125,00,0
583.5,200,no,125,00,0
584.5,200,no,125,00,0
585.5,200,no,125,00,0
586.5,200,no,125,00,0
587.5,200,no,125,00,0
588.5,200,no,125,00,0
589.5,200,no,125,00,0
590.5,200,no,125,00,0
591.5,200,no,125,00,0
592.5,200,no,125,00,0
593.5,200,no,125,00,0
594.5,200,no,125,00,0
595.5,200,no,125,00,0
596.5,200,no,125,00,0
597.5,200,no,125,00,0
598.5,200,no,125,00,0
599.5,200,no,125,00,0
600.5,200,no,125,00,0
601.5,200,no,125,00,0
602.5,200,no,125,00,0
603.5,200,no,125,00,0
604.5,200,no,125,00,0
605.5,200,no,125,00,0
606.5,200,no,125,00,0
607.5,200,no,125,00,0
608.5,200,no,125,00,0
609.5,200,no,125,00,0
610.5,200,no,125,00,0
611.5,200,no,125,00,0
612.5,200,no,125,00,0
613.5,200,no,125,00,0
614.5,200,no,125,00,0
615.5,200,no,125,00,0
616.5,200,no,125,00,0
617.5,200,no,125,00,0
618.5,200,no,125,00,0
619.5,200,no,125,00,0
620.5,200,no,125,00,0
621.5,200,no,125,00,0
622.5,200,no,125,00,0
623.5,200,no,125,00,0
624.5,200,no,125,00,0
625.5,200,no,125,00,0
626.5,200,no,125,00,0
627.5,200,no,125,00,0
628.5,200,no,125,00,0
629.5,200,no,125,00,0
630.5,200,no,125,00,0
631.5,200,no,125,00,0
632.5,200,no,125,00,0
633.5,200,no,125,00,0
634.5,200,no,125,00,0
635.5,200,no,125,00,0
636.5,200,no,125,00,0
637.5,200,no,125,00,0
638.5,200,no,125,00,0
639.5,200,no,125,00,0
640.5,200,no,125,00,0
641.5,200,no,125,00,0
642.5,200,no,125,00,0
643.5,200,no,125,00,0
644.5,200,no,125,00,0
645.5,200,no,125,00,0
646.5,200,no,125,00,0
647.5,200,no,125,00,0
648.5,200,no,125,00,0
649.5,200,no,125,00,0
650.5,200,no,125,00,0
651.5,200,no,125,00,0
652.5,200,no,125,00,0
653.5,200,no,125,00,0
654.5,200,no,125,00,0
655.5,200,no,125,00,0
656.5,200,no,125,00,0
657.5,200,no,125,00,0
658.5,200,no,125,00,0
659.5,200,no,125,00,0
660.5,200,no,125,00,0
661.5,200,no,125,00,0
662.5,200,no,125,00,0
663.5,200,no,125,00,0
664.5,200,no,125,00,0
665.5,200,no,125,00,0
666.5,200,no,125,00,0
667.5,200,no,125,00,0
668.5,200,no,125,00,0
669.5,200,no,125,00,0
670.5,200,no,125,00,0
671.5,200,no,125,00,0
672.5,200,no,125,00,0
673.5,200,no,125,00,0
674.5,200,no,125,00,0
675.5,200,no,125,00,0
676.5,200,no,125,00,0
677.5,200,no,125,00,0
678.5,200,no,125,00,0
679.5,200,no,125,00,0
680.5,200,no,125,00,0
681.5,200,no,125,00,0
682.5,200,no,125,00,0
683.5,200,no,125,00,0
684.5,200,no,125,00,0
685.5,200,no,125,00,0
686.5,200,no,125,00,0
687.5,200,no,125,00,0
688.5,200,no,125,00,0
689.5,200,no,125,00,0
690.5,200,no,125,00,0
691.5,200,no,125,00,0
692.5,200,no,125,00,0
693.5,200,no,125,00,0
694.5,200,no,125,00,0
695.5,200,no,125,00,0
696.5,200,no,125,00,0
697.5,200,no,125,00,0
698.5,200,no,125,00,0
699.5,200,no,125,00,0
700.5,200,no,125,00,0
701.5,200,no,125,00,0
702.5,200,no,125,00,0
703.5,200,no,125,00,0
704.5,200,no,125,00,0
705.5,200,no,125,00,0
706.5,200,no,125,00,0
707.5,200,no,125,00,0
708.5,200,no,125,00,0
709.5,200,no,125,00,0
710.5,200,no,125,00,0
711.5,200,no,125,00,0
712.5,200,no,125,00,0
713.5,200,no,125,00,0
714.5,200,no,125,00,0
715.5,200,no,125,00,0
716.5,200,no,125,00,0
717.5,200,no,125,00,0
718.5,200,no,125,00,0
719.5,200,no,125,00,0
720.5,200,no,125,00,0
721.5,200,no,125,00,0
722.5,200,no,125,00,0
723.5,200,no,125,00,0
724.5,200,no,125,00,0
725.5,200,no,125,00,0
726.5,200,no,125,00,0
727.5,200,no,125,00,0
728.5,200,no,125,00,0
729.5,200,no,125,00,0
730.5,200,no,125,00,0
731.5,200,no,125,00,0
732.5,200,no,125,00,0
733.5,200,no,125,00,0
734.5,200,no,125,00,0
735.5,200,no,125,00,0
736.5,200,no,125,00,0
737.5,200,no,125,00,0
738.5,200,no,125,00,0
739.5,200,no,125,00,0
740.5,200,no,125,00,0
741.5,200,no,125,00,0
742.5,200,no,125,00,0
743.5,200,no,125,00,0
744.5,200,no,125,00,0
745.5,200,no,125,00,0
746.5,200,no,125,00,0
747.5,200,no,125,00,0
748.5,200,no,125,00,0
749.5,200,no,125,00,0
750.5,200,no,125,00,0
751.5,200,no,125,00,0
752.5,200,no,125,00,0
753.5,200,no,125,00,0
754.5,200,no,125,00,0
755.5,200,no,125,00,0
756.5,200,no,125,00,0
757.5,200,no,125,00,0
758.5,200,no,125,00,0
759.5,200,no,125,00,0
760.5,200,no,125,00,0
761.5,200,no,125,00,0
762.5,200,no,125,00,0
763.5,200,no,125,00,0
764.5,200,no,125,00,0
765.5,200,no,125,00,0
766.5,200,no,125,00,0
767.5,200,no,125,00,0
768.5,200,no,125,00,0
769.5,200,no,125,00,0
770.5,200,no,125,00,0
771.5,200,no,125,00,0
772.5,200,no,125,00,0
773.5,200,no,125,00,0
774.5,200,no,125,00,0
775.5,200,no,125,00,0
776.5,200,no,125,00,0
777.5,200,no,125,00,0
778.5,200,no,125,00,0
779.5,200,no,125,00,0
780.5,200,no,125,00,0
781.5,200,no,125,00,0
782.5,200,no,125,00,0
783.5,200,no,125,00,0
784.5,200,no,125,00,0
785.5,200,no,125,00,0
786.5,200,no,125,00,0
787.5,200,no,125,00,0
788.5,200,no,125,00,0
789.5,200,no,125,00,0
790.5,200,no,125,00,0
791.5,200,no,125,00,0
792.5,200,no,125,00,0
793.5,200,no,125,00,0
794.5,200,no,125,00,0
795.5,200,no,125,00,0
796.5,200,no,125,00,0
797.5,200,no,125,00,0
798.5,200,no,125,00,0
799.5,200,no,125,00,0
800.5,200,no,125,00,0
801.5,200,no,125,00,0
802.5,200,no,125,00,0
803.5,200,no,125,00,0
804.5,200,no,125,00,0
805.5,200,no,125,00,0
806.5,200,no,125,00,0
807.5,200,no,125,00,0
808.5,200,no,125,00,0
809.5,200,no,125,00,0
810.5,200,no,125,00,0
811.5,200,no,125,00,0
812.5,200,no,125,00,0
813.5,200,no,125,00,0
814.5,200,no,125,00,0
815.5,200,no,125,00,0
816.5,200,no,125,00,0
817.5,200,no,125,00,0
818.5,200,no,125,00,0
819.5,200,no,125,00,0
820.5,200,no,125,00,0
821.5,200,no,125,00,0
822.5,200,no,125,00,0
823.5,200,no,125,00,0
824.5,200,no,125,00,0
825.5,200,no,125,00,0
826.5,200,no,125,00,0
827.5,200,no,125,00,0
828.5,200,no,125,00,0
829.5,200,no,125,00,0
830.5,200,no,125,00,0
831.5,200,no,125,00,0
832.5,200,no,125,00,0
833.5,200,no,125,00,0
834.5,200,no,125,00,0
835.5,200,no,125,00,0
836.5,200,no,125,00,0
837.5,200,no,125,00,0
838.5,200,no,125,00,0
839.5,200,no,125,00,0
840.5,200,no,125,00,0
841.5,200,no,125,00,0
842.5,200,no,125,00,0
843.5,200,no,125,00,0
844.5,200,no,125,00,0
845.5,200,no,125,00,0
846.5,200,no,125,00,0
847.5,200,no,125,00,0
848.5,200,no,125,00,0
849.5,200,no,125,00,0
850.5,200,no,125,00,0
851.5,200,no,125,00,0
852.5,200,no,125,00,0
853.5,200,no,125,00,0
854.5,200,no,125,00,0
855.5,200,no,125,00,0
856.5,200,no,125,00,0
857.5,200,no,125,00,0
858.5,200,no,125,00,0
